word,category,meaning
iqum&toskam,低俗色情,操你（粗口侮辱）
iri&alet,低俗色情,大工具，指男性生殖器
iri&göğüslü&turunç&memeli&huriler,低俗色情,大胸的柑橘色乳房的天堂仙女
islandığım&erkekler,低俗色情,我湿了和男人们（性暗示）
istanbulescort&escortistanbul&escortbayan&istanbuleskort,低俗色情,伊斯坦布尔伴游/色情服务
itin&götüne&sokup&çıkaran,低俗色情,极度粗俗的侮辱性脏话，字面意为'把狗插进屁股又拔出来'
itipne,低俗色情,侮辱性称呼，意为'狗东西'
iyi&sikerim,低俗色情,性骚扰的粗俗表达，意为“好好操你”
iyileri&sikiyolar,低俗色情,好人被操
izmir&buca&escort,低俗色情,指向伊兹密尔布卡区色情伴游服务的链接
izmir&buca&ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑,低俗色情,伊兹密尔/布卡/伴游（色情服务）
iç&çamaşırını&sıyırıp&ufak&götünden&sikmek&yüzene&boşalmak,低俗色情,脱掉内裤、操小屁股、射在脸上等露骨性行为描述
içime&girdi&50&yaşındaki&teyze,低俗色情,性暗示短语，意为“进入我里面”和“50岁的阿姨”，构成低俗色情内容。
içinden&geçmiş,低俗色情,性侵入的隐喻，用于侮辱对方
içine&doğmamıştır,低俗色情,暗示插入性行为的低俗表达
işgillenmiş,低俗色情,进行猥亵行为
iştah&👅,低俗色情,性暗示，指挑逗性欲
i̇nsan&penisi,低俗色情,人类阴茎
i̇nsan&penisi&erkek&porno&oyunculari,低俗色情,人类阴茎，男色情演员
k...ö...p...ek,低俗色情,狗（侮辱性称呼）
k@hbeler,低俗色情,婊子们（对女性的侮辱性称呼）
kadin&kadinata&kivrandirma,低俗色情,涉及女性性行为的低俗描述
kadın&tangası,低俗色情,女性丁字裤，涉及色情露骨描写
kadınların&başını&açalım&mayo&pezevenk,低俗色情,让女人摘头巾、穿泳衣、皮条客等，暗示性堕落和违背传统道德。
kadınların&etini&sergilediği&köle&pazarı,低俗色情,展示女性肉体的奴隶市场
kafamı&arasına&gömüyorum&dilim&çatal&da&geziyor,低俗色情,把头埋进胯间和舌头分叉移动的性暗示行为
kafanı&sikeyim,低俗色情,操你的头，性侮辱用语
kafasını&sikeim,低俗色情,操他的头（粗口）
kahpe,低俗色情,婊子，淫秽侮辱性词汇
kahpeler,低俗色情,婊子们，娼妇们
kahpeleşme,低俗色情,变得像婊子，侮辱性用语
kahramanmaraseskort,低俗色情,Kahramanmaraş伴游/性服务
kakaşım,低俗色情,粗俗侮辱用语，意为'我的大便'
kalbine&girerim,低俗色情,进入你的心（性暗示）
kalcalar&saglam,低俗色情,对臀部强壮的评论，性骚扰
kaldırım&çiçeği,低俗色情,街头妓女
kaliteli&beyler&kondom&şart&anal&yok,低俗色情,优质男士、必须戴避孕套、无肛交，性服务广告中的黑话
kalkmasina,低俗色情,指勃起，性暗示用语
kaltak,低俗色情,荡妇，侮辱性词汇
kalçaları&delikleri,低俗色情,臀部与洞，指代性器官
kalın&uzun&istemek,低俗色情,想要粗的长的（性暗示用语）
kamerada&boşalmak,低俗色情,在摄像头中互相高潮
kancığım&pezevengim&götoşum,低俗色情,包含‘婊子’、‘皮条客’、‘屁股’等淫秽侮辱性词汇
kapali&kadin&teshir,低俗色情,对蒙面女性进行暴露的建议
karin&agridi,低俗色情,肚子疼（性暗示）
karı&düz&göt,低俗色情,贬义称呼女性及平坦的屁股，对女性身体的粗俗侮辱
karı&kız,低俗色情,对女性的粗俗称呼
karı&kız&esprileri,低俗色情,关于女性的低俗黄色笑话
karı&yalaya&yalaya,低俗色情,舔遍女人全身
karılar&half-nude&story,低俗色情,贬义词'娘们'搭配'半裸故事'，指代发半裸照的女性
karımı&sergiliyorum,低俗色情,展示我的妻子
karımın&götü,低俗色情,我妻子的屁股
karın&harika,低俗色情,你的妻子很棒（性暗示）
karına&bakarak&sikimi&okşamak,低俗色情,看着你的妻子并自慰
karına&özelde&görüşelim,低俗色情,你的老婆&私下见面，暗示不正当关系
karınla&banyoda&olmak,低俗色情,与你妻子在浴室里的性暗示
karını&becereyim,低俗色情,性侮辱用语，意为'操你老婆'
karını&sikerken,低俗色情,操你老婆（性侮辱）
karını&sikerler,低俗色情,操你的妻子（粗俗的性威胁）
karını&siksem,低俗色情,操你老婆
karının&sikleyiş,低俗色情,操你妈的（粗俗脏话）
karınızı&paylaşmak&fantazi&kurmak&fotolarını&yollamak,低俗色情,分享妻子照片以进行性幻想
karısını&paylaşıcak,低俗色情,分享妻子（性暗示）
karısını&sikdirmek,低俗色情,让自己的妻子被他人性侵（自愿的性行为邀请）
karısını&sikmek,低俗色情,操别人的妻子
karısını&siktirmek,低俗色情,让妻子被强奸
karısını&sıktırmek,低俗色情,操他的妻子
karşılıklı&boşalmak,低俗色情,相互射精
kasıklarımın&ateşi&lo-li-ta,低俗色情,性暗示词汇，指代色情内容
kasıklarımın&ateşi&lolita,低俗色情,腹股沟的火和洛丽塔，构成性暗示内容
kayseriescort,低俗色情,开塞利伴游，指色情服务
kazıq,低俗色情,粗俗的性相关词汇，相当于'操'
kaç&cm&link,低俗色情,询问性器官尺寸并附带链接
kaç&santimdi,低俗色情,几厘米（性暗示阴茎长度）
kaçamak&arayan,低俗色情,寻找偷情
kaçamak&yapmak&çıtır,低俗色情,偷情、嫩女
kaçamak&zevk&sevişme,低俗色情,偷情性交
kaşar,低俗色情,侮辱女性的粗俗词汇，意为婊子、荡妇
kaşar&kız,低俗色情,侮辱性称呼'婊子女孩'
kek,低俗色情,粗俗用语，俚语中常指男性生殖器
kendi&kendini&tatmin&etmek,低俗色情,自慰
kendini&bok&sanmak,低俗色情,自以为是的侮辱性表达
kendini&okşayan&azgın&kadınlar,低俗色情,自慰的饥渴女人们
kendini&satmak&fahişe,低俗色情,通过卖身赚钱的行为和妓女
kendini&siken,低俗色情,自慰
kendini&siker,低俗色情,粗俗的性行为用语，意为‘操自己’
kerhane,低俗色情,土耳其语中意为'妓院'
kerhanede&ananın&ammı&at&yarrağı,低俗色情,侮辱性性器官和性行为词汇，意指'妓院'、'你妈的阴道'、'马阴茎'
keşkeleyin,低俗色情,被操（性交愿望的粗话）
kilot&çorap&kokuyor,低俗色情,内裤和袜子有味道，暗示不雅内容
kim&sikler&bir&halt,低俗色情,谁操我，什么都不是（粗俗自嘲或侮辱）
kimi&nereye&koymak&kimin&neresine&koymak,低俗色情,性暗示的放置表达
kiralık&kadıntım&escort,低俗色情,租用的女人和应召女郎，诱导性服务
kiz&kardeş&siktirmek,低俗色情,操妹妹
klitoris&pis,低俗色情,对女性生殖器官的侮辱性描述
kocandan&istemek,低俗色情,向丈夫索取妻子，暗示性关系
kodugumun,低俗色情,婊子养的
kodumun&amına,低俗色情,他妈的阴道（极粗俗脏话）
kokotluk,低俗色情,卖淫行为
komşu&çocukları&öpücik&atma,低俗色情,对邻居儿童进行性暗示行为（飞吻、垂涎）
konak&sik,低俗色情,科纳克操（使用脏话的标签）
kondom&100&saati&ödemeler&elden,低俗色情,避孕套和100每小时及现金支付，暗示付费性服务
kondom&sart&degıl,低俗色情,安全套不是必需的，暗示无保护性行为
kondom&şart&anal&yok&tek&posta&150,低俗色情,必须戴套、无肛交、单次150里拉
koyarak&koycaz,低俗色情,性暗示的粗俗用语，意为“插入”或“放进去”
koyayim,低俗色情,让我插入（粗俗性暗示）
koyunları&zekiyim,低俗色情,与羊发生性行为
kucağıma&gelmek&azdım,低俗色情,坐到我腿上，我性奋了
kudhi&punda,低俗色情,性侮辱词汇，意为'婊子'
kulot&sütyen,低俗色情,内裤和胸罩
köle&seks,低俗色情,性奴隶
köle&tarzı,低俗色情,奴隶风格（性角色扮演）
körpe&kızkardeşleri&muait,低俗色情,对年轻妹妹的性暗示
kötü&skerim,低俗色情,操你妈的（粗俗侮辱）
kücük&kücük&öldü,低俗色情,对性器官的侮辱性描述
küfür&aq,低俗色情,侮辱和脏话
küfür&etmek,低俗色情,骂人
küfürler,低俗色情,脏话，侮辱性语言
küfürlü,低俗色情,脏话/辱骂
külot&yırttı,低俗色情,内裤&撕破（性暗示）
kütür&kütür&sikiş,低俗色情,响亮的性交
küçük&kız&fotosu&annemin&ağzına&verdiğim&video,低俗色情,小女孩照片和我妈妈嘴里的视频（涉及儿童色情和性暗示）
küçük&var&oda&iş&görür,低俗色情,小的（阴茎）&房间能用，性暗示
kıl&ve&almak,低俗色情,一种隐晦的粗俗表达，字面意为“毛和拿”，实际指女性阴毛或性行为。
kıllı&am,低俗色情,多毛的阴道
kılsız&pasif,低俗色情,无毛的被动方，用于描述性偏好
kıpss,低俗色情,屁股的俚语缩写，用于性暗示
kırmızı&rujlu&sokaklar,低俗色情,红唇的街道，隐喻妓女出没的场所
kızlarını&s.kmek,低俗色情,操你们的女儿
kızlrın&g.tüne&bakar,低俗色情,看女孩屁股的性骚扰行为
kızımı&sikip,低俗色情,操我女儿（涉及乱伦和儿童性暗示）
kızın&fotosu,低俗色情,女孩的照片
kıç&penis,低俗色情,屁股和阴茎的露骨组合，用于性骚扰或色情内容
kıçı&başı&oynr,低俗色情,性暗示动作描述
kıçına&sokmak,低俗色情,塞进屁股
kıçını&sallamak,低俗色情,摇晃屁股的粗俗动作
lan&amcik,低俗色情,粗话，辱骂对方'放表情啊傻逼'
lan&kızlar&yerim,低俗色情,粗俗用语与性暗示的组合，意为‘妈的，女孩们，我吃了你们’
lana&rhoades,低俗色情,拉娜·罗德斯（色情演员）
lavuk,低俗色情,粗鲁无礼的人，用于侮辱他人
libido&ifşa,低俗色情,暴露性欲和私生活
link,低俗色情,可能指向非法性服务网站链接
liseli&ifşa,低俗色情,高中生泄露视频
liseli&yakisikli&tripler,低俗色情,英俊的高中生三重状态（性暗示黑话）
lohusa&kadin&göbegine&azmak,低俗色情,对产后妇女的肚子发情
lolita&kasıklarımın&ateşi,低俗色情,洛丽塔&我的腹股沟的火焰，性暗示内容
luluk,低俗色情,睾丸（俚语，用于侮辱）
madafaka&biçıs,低俗色情,他妈的贱人（脏话）
makatinda&shortmu,低俗色情,粗俗的性侮辱短语，意为“肛门里短裤爆炸”
mal&götüne&sokmak,低俗色情,傻瓜和塞进屁股的侮辱性行为
malafata&sarılması,低俗色情,抓住阴茎的比喻
malzeme&yalıyacan,低俗色情,材料&舔它，指性暗示的舔舐行为
mantarlı&çürük&4mları,低俗色情,腐烂蘑菇的阴道（侮辱性称呼）
manyak&yapabilecegim&küçükpark,低俗色情,在公园进行性行为的暗语
maonuzu&s.keyim,低俗色情,操你们的毛（性侮辱用语）
masaj&ev,低俗色情,按摩与住所，暗示色情服务
masturbatör,低俗色情,自慰者（露骨性侮辱词语）
mazlata,低俗色情,大便（粗俗用语）
meme,低俗色情,乳房
meme&uçları&masturbasyon,低俗色情,乳头和手淫
memek,低俗色情,女性生殖器（粗俗）
memelere&bak&sutyen&sarkabilir,低俗色情,看看胸部，胸罩可能会掉下来
memeleri&deli&ediyor,低俗色情,她的乳房让我疯狂（性暗示）
memeleri&dudakları,低俗色情,女性乳房和嘴唇的性化描述
memeleri&uçlarını&ısırmak,低俗色情,咬乳头
memeleri&yalamak,低俗色情,舔乳房
memelerini,低俗色情,乳房
memelerini&emmek,低俗色情,吸你的乳房
memelerini&yerim&sexysin,低俗色情,涉及乳房和性感的露骨性描述
memeleriyle&oynamasi,低俗色情,玩弄乳房
memen&var,低俗色情,你有奶子
memeniz&götünüz,低俗色情,性器官词汇：你们的奶子和屁股
memeniz&var,低俗色情,你有乳房（性骚扰用语）
memesi,低俗色情,乳房
memesi&var,低俗色情,询问是否有乳房，性暗示
memesiz&kız,低俗色情,无胸女孩，暗示色情内容
memesiz&takmamanız,低俗色情,无胸&不穿胸罩：涉及女性身体和内衣的低俗描述
memşler,低俗色情,疑似乳房（meme）的变体，低俗色情词汇
memşler&escort,低俗色情,乳房与伴游（暗示性服务）
mezarına&işemek,低俗色情,往坟上撒尿（侮辱性表达）
mina,低俗色情,女性生殖器（脏话）
minik&kızlar,低俗色情,小女孩
miray’ın&fotosu&yalamak,低俗色情,舔Miray的照片
misafire&domalmış,低俗色情,向客人俯身（性行为描述）
mk,低俗色情,土耳其语脏话缩写，意为粗口
mk&mal,低俗色情,辱骂母亲的缩写'操你妈的'和白痴'
mkoyim&herif,低俗色情,操你妈的家伙（土耳其脏话）
mnakoduğumun&ucuz&insanları,低俗色情,我操你妈的廉价人们（粗俗侮辱性组合短语）
modern&türbanlı&foto&azdırmak&dmye&gel&ensest,低俗色情,现代头巾照片、诱惑、私信、乱伦
mq,低俗色情,土耳其脏话缩写，意为粗口
mun&it&soyları,低俗色情,杂种后代，用于辱骂他人的低俗词组
murat&karayılan&bacın,低俗色情,用'穆拉特·卡拉伊兰'和'救出你的妹妹'组成性侮辱，攻击他人并关联恐怖组织。
mutlu&sonlu&masaj,低俗色情,色情按摩
mutlu&sonu,低俗色情,暗示性服务的快乐结局
muşta&cuk,低俗色情,粗俗的性暗示比喻（拳头与生殖器）
müptezel&amk,低俗色情,卑鄙的人&操你妈的，侮辱性脏话，包含性粗俗用语
mına&koyim,低俗色情,脏话，相当于'操'
mıncırayım,低俗色情,阴蒂（粗俗）
narin&nude,低俗色情,纤细裸照
nasıl&bir&hatun&offf,低俗色情,什么样的女人，哦靠，带有性暗示的辱骂或轻蔑
ne&sikimi&anlarsın,低俗色情,你不懂个屁（粗俗骂人话）
ne&şiirler&yazarım,低俗色情,写诗（性暗示）
nedda&sebo,低俗色情,土耳其语中的粗俗秽语，意为‘操你’之类
nefesi&gotünden&çıkmıyor,低俗色情,呼吸从屁股出来，粗俗的肛门相关描述
nekrofili,低俗色情,恋尸癖
nekrofi̇li̇mştm,低俗色情,恋尸癖倾向
neremden&başlayayım,低俗色情,从哪里开始（性暗示）
nereniz&kalkıyor&kıçınız,低俗色情,性暗示和臀部低俗用语
nişanlı&takipleş,低俗色情,与未婚妻发生关系
nude,低俗色情,裸照
nude&atma,低俗色情,发送裸照
nude&kari,低俗色情,给女人发裸照并侮辱
o****u,低俗色情,婊子养的
o**pu,低俗色情,妓女（侮辱性词语）
o*urukten&teyyare,低俗色情,侮辱性短语，直译为'来自婊子养的飞机'，是强烈的性相关脏话
o.&escort,低俗色情,妓女和伴游，暗示性服务或侮辱性称呼
o.puya,低俗色情,婊子
o.ç,低俗色情,妓女的儿子（orospu çocuğu的缩写），是一种强烈的侮辱性脏话。
o.çocukları,低俗色情,土耳其语脏话，意为'婊子养的'，属于侮辱性用语
oe,低俗色情,婊子养的（侮辱性缩写）
oh&seks,低俗色情,哦性，表示性行为的低俗表达
oha&kariya&bak,低俗色情,用于辱骂的粗俗表达，意为‘看那个女人’或类似的贬低用语。
olgun&aktif,低俗色情,成熟活跃（性暗示）
olgun&anne&memeleri,低俗色情,成熟的母亲乳房
olgun&bayanlar&whatsapp&görüntülü&görüşme,低俗色情,通过WhatsApp视频聊天与成熟女性约会，暗示性服务
omzun&ellersem,低俗色情,对肩膀的触摸暗示性骚扰
onanizm,低俗色情,手淫（自慰）
oral&seks,低俗色情,口交
oral&seks&ağıza&men&salmak,低俗色情,口交及向嘴里射精
oral&yaptıranlar&ağzı&öpenler,低俗色情,指进行口交行为的人
oramı&buramı,低俗色情,我的这里那里，性暗示用语
orgazm,低俗色情,性高潮
orgazm&masalı,低俗色情,高潮故事
oro.pu&çocukları,低俗色情,婊子养的（性侮辱用语）
orobanş,低俗色情,粗俗的性侮辱词汇，类似'婊子'
oros.pu&çocukları,低俗色情,妓女的孩子们（粗俗侮辱）
orosbu,低俗色情,妓女（粗俗用语）
orosbu&sıçamaz,低俗色情,妓女和拉屎的组合，用于辱骂他人
orosbu&yerim,低俗色情,婊子我操
orosbu&çocukları,低俗色情,婊子养的孩子们
orosbu&çocuğu,低俗色情,婊子养的孩子（侮辱性词语）
orospu,低俗色情,妓女
orospu&amk,低俗色情,土耳其语脏话，意为“婊子”和“操你妈的”
orospu&boşalmak&ensest,低俗色情,婊子、射精、乱伦
orospu&evladi&amina&koyayim,低俗色情,粗俗辱骂用语，意为“婊子养的”和“操你妈的”。
orospu&evladı&piçi,低俗色情,婊子养的、杂种
orospu&evlatlari,低俗色情,婊子养的
orospu&fahişe,低俗色情,妓女，用于侮辱他人
orospu&kadın,低俗色情,对女性的侮辱性称呼，意为'妓女'
orospu&kaşar,低俗色情,婊子/妓女
orospu&kızlar,低俗色情,侮辱女性为妓女的称呼
orospu&pezevenk,低俗色情,妓女和皮条客，性侮辱词汇
orospu&seks,低俗色情,婊子与性
orospu&sikti,低俗色情,婊子操
orospu&yarrak,低俗色情,婊子&阴茎
orospu&yemeği,低俗色情,妓女的食物，用作侮辱性词语
orospu&çocugudur,低俗色情,婊子养的（侮辱性用语）
orospu&çocuklari,低俗色情,婊子养的
orospu&çocukları,低俗色情,婊子养的，侮辱性称呼
orospu&çocukları&sikmek,低俗色情,极端性侮辱用语
orospu&çocuklukları,低俗色情,婊子儿子们的行径
orospu&çocukluğu,低俗色情,婊子养的
orospu&çocuğu&anasini&bacisini&gotunden&sikim,低俗色情,婊子养的及其性侮辱表达
orospu&çocuğu&anasını&siksin,低俗色情,婊子养的、操你妈
orospu&çocuğu&pezevenk&pi̇ç,低俗色情,土耳其语中的侮辱性词语组合，意为“婊子养的、混蛋、杂种”
orospu&çocuğu&siktiğim,低俗色情,婊子养的孩子、操
orospu&çoçuğu&s*ktir&git&soysuz&puşt,低俗色情,婊子养的、滚开、卑鄙的混蛋
orospu&çucukları,低俗色情,婊子养的孩子
orospuları,低俗色情,婊子们（侮辱性性称呼）
orospuluk,低俗色情,粗口，指妓女行为或婊子行为
orospuluk&anamda,低俗色情,侮辱性词组，意为“卖淫在我母亲那里”，用于性羞辱。
orospuluk&fitne&fesatlık,低俗色情,妓女行为和挑拨离间
orospuluklar,低俗色情,妓女行为，淫秽行为
orospulukta,低俗色情,妓女行为
orospum&sikmek,低俗色情,我的妓女和操（性交）
orospunun&doğurdukları,低俗色情,婊子生的
orospunun&kızı&amini&sikiyim&domaltip,低俗色情,婊子的女儿，操你的阴道并让你四肢着地
orospusu,低俗色情,婊子，用于侮辱性称呼
orospıcocuklugu,低俗色情,婊子养的，一种侮辱性称呼
orozbu&sikim&kerhanede,低俗色情,粗俗侮辱性语言，涉及性侮辱和妓院
orrrrrospu&çocuğu,低俗色情,婊子养的，骂人话
orspu&münafık,低俗色情,婊子和伪善者，侮辱性称呼
orspu&çocuğu,低俗色情,婊子养的
ortaligin&amina&koyucam,低俗色情,操翻这个地方/所有人
ortalığın&amına&koymalık,低俗色情,操翻一切（极端粗俗的脏话表达）
ortalığın&anasını&ağlatmak&eziklik,低俗色情,粗俗威胁让所有人哭天喊地以及侮辱他人懦弱
ortalığın&anasını&sikmişsin,低俗色情,操了整个地方的妈（粗俗辱骂）
orus.pu&çocuğu,低俗色情,婊子儿子
orusbu&çocuğu,低俗色情,婊子养的孩子（粗俗侮辱语）
oruspu,低俗色情,妓女、婊子（侮辱性称呼）
oruspu&sex,低俗色情,婊子做爱
oruspu&çocuklari&anasini&si̇keyi̇m,低俗色情,使用妓女、操你妈等侮辱性性用语
oruspu&çocukları,低俗色情,婊子养的
oruspuyu,低俗色情,婊子
oruspuçocu,低俗色情,婊子养的
orusupusun,低俗色情,土耳其语中的粗俗侮辱，意为‘婊子养的’或类似含义。
osbir&çek,低俗色情,打飞机（手淫）
osmanlı'da&cinsel&hayat&civelek&taburları&iç&oğlanları,低俗色情,奥斯曼帝国的性爱生活、年轻军团（少年兵）、内侍（少年男仆），涉及历史中的未成年人性行为话题
osurur,低俗色情,放屁
otel&anal,低俗色情,酒店肛交
oturma&organim,低俗色情,我的屁股
otuz&bir,低俗色情,31（手淫俚语）
oyaragi&yalayıp&yemek,低俗色情,女性生殖器及舔食动作的露骨性描述
parmak&ladı,低俗色情,用手指插入的性暗示
parmakliya&yalar&siker&hayvan&gibi&bağırta&bağırta,低俗色情,像动物一样长时间进行口交和性交并大声叫喊
parmağını&kızın&götüne&sokmak,低俗色情,把手指插进女孩的屁股里（性侵犯暗示）
pasif&aktif,低俗色情,性角色被动与主动
pasif&bayanlar,低俗色情,被动角色（性角色）和女士们，在此语境中暗示寻找性对象
pasif&güzel&vakit&geçirmek,低俗色情,寻找被动性伴侣
pasif&partner,低俗色情,被动伴侣，暗示性行为
pasif&varmı,低俗色情,寻找被动方的询问，暗示性服务
pasif&yarağı,低俗色情,被动阴茎
pasif&yaşlı&bayan,低俗色情,被动的老年女性，用于暗示寻求性关系的对象
paspasi&olurum&😍🤤,低俗色情,性服从的表述及色情表情
patlıcanı&amıma&soksam,低俗色情,希望把茄子插入阴道
ped0luk,低俗色情,恋童癖
pedoca&link,低俗色情,暗示恋童癖或儿童色情的链接
pembe&gotlu,低俗色情,粉红色屁股，指性暗示或侮辱性称呼
penes&dişi&organ,低俗色情,阴茎和女性器官
penis,低俗色情,阴茎
penis&ereksiyonu,低俗色情,阴茎勃起
penis&gösterme,低俗色情,展示阴茎
penis&resimleri&sünnetsiz,低俗色情,阴茎图片和未割包皮
penis&resimli,低俗色情,阴茎图片的
penis&resmi,低俗色情,阴茎图片
penis&sayfası,低俗色情,阴茎页面
penis&vajina,低俗色情,阴茎和阴道
penis&viagra,低俗色情,涉及阴茎大小和伟哥使用，色情低俗内容
penis&çıplaklık,低俗色情,阴茎和裸体
penisini&ağzına&sokmak,低俗色情,把阴茎塞进嘴里
penisler,低俗色情,阴茎（性器官）
penisleriyle&çözeceğini&sanan&güruh,低俗色情,认为用阴茎解决一切问题的一群人
pert&olmuş&kadın,低俗色情,被损伤的女性（指受打击的女性，被用于色情交易）
pezevenk&fahişe,低俗色情,皮条客和妓女（侮辱性称呼）
pezevenklik,低俗色情,皮条客行为
pici,低俗色情,妓女/婊子，性侮辱用语
pipi,低俗色情,阴茎（俚语）
pipisini&kadının&kıçındaki&deliğe&sokar,低俗色情,男性生殖器插入女性肛门的粗俗描述
pis&kadın,低俗色情,肮脏的女人（侮辱性称呼）
pislik&yaratik,低俗色情,垃圾畜生（侮辱性称呼）
piç&orospu&çocuğu,低俗色情,杂种婊子养的
pnp&bb,低俗色情,指毒品派对中的无保护性行为
popo&pırlanta,低俗色情,屁股与钻石，隐喻色情/性暗示
poponu&açmak&sapkınlık,低俗色情,露出屁股和变态行为
popoya&değecek,低俗色情,碰到屁股
popoya&ısırık,低俗色情,屁股上的咬痕
porn&star&vibe,低俗色情,色情明星氛围
pornhub,低俗色情,色情网站
porno,低俗色情,色情
porno&#ücretlishow&#whatsappshow,低俗色情,色情内容的标签和关键词，指代付费色情展示和色情聊天
porno&cam&sexting,低俗色情,色情直播和性内容
porno&cam&show,低俗色情,色情表演
porno&ensest,低俗色情,色情和乱伦内容
porno&ensest&cam,低俗色情,色情、乱伦、摄像头相关
porno&ensest&cam&sexting,低俗色情,色情片、乱伦、摄像头性交
porno&ensest&sexting,低俗色情,色情、乱伦、性聊天的组合，表示淫秽色情内容
porno&film,低俗色情,色情电影
porno&görüntülü&cam,低俗色情,色情视频聊天
porno&görüntülü&show,低俗色情,土耳其色情视频表演
porno&görüntülü&sohbet,低俗色情,色情视频聊天
porno&hesabı,低俗色情,色情账户
porno&izle,低俗色情,观看色情内容
porno&lezbiyenler,低俗色情,女同色情片
porno&masturbasyon,低俗色情,色情与手淫
porno&oyuncusu,低俗色情,色情演员
porno&paylaş,低俗色情,色情分享
porno&satilik,低俗色情,色情与出售，暗示非法色情交易
porno&sex,低俗色情,色情内容，涉及性行为
porno&sexting,低俗色情,色情和性暗示内容
porno&seyredilmiş,低俗色情,观看色情片
porno&sikilir,低俗色情,色情与性行为描述
porno&teldesanal,低俗色情,色情内容及电话性爱相关描述
porno&türkporno,低俗色情,色情，土耳其色情
porno&türkporno&whatsappshow,低俗色情,色情内容及通过WhatsApp推广的色情表演
porno&türkporno&ücretlishow&whatsappshow,低俗色情,色情及付费色情直播相关
porno&whatsappshow,低俗色情,色情WhatsApp表演
porno&ücretli&show,低俗色情,色情及付费色情表演
porno&ücretli&show&türkporno&whatssap&show,低俗色情,色情表演、色情内容推广
pornocu,低俗色情,指控他人为色情演员或从事色情行业
pornografik&fotoğraflar,低俗色情,色情照片
pornolar&s*kiyo,低俗色情,色情片和性行为描述
pornosunu&izlediyseniz,低俗色情,如果你看过他的色情片，指涉色情内容
poxsanda,低俗色情,屁眼
pp,低俗色情,阴茎
prensesle&sevişilirmiş,低俗色情,与公主做爱
primini&kastığına,低俗色情,打了你的奶子
profil&fotoğrafı&ifşa,低俗色情,暴露个人资料照片，指发布色情或裸照
pu,低俗色情,淫秽词语，指女性生殖器
pu&amına&kodumun,低俗色情,表示极其恶劣的性侮辱的脏话
pu&ağzını&yüzünü&si*eyim,低俗色情,操你的嘴和脸（土耳其语脏话）
pussy,低俗色情,女性生殖器的俚语
putin&sıçtı,低俗色情,针对普京的侮辱性低俗表达，意为'普京拉屎了'
puu,低俗色情,阴部（粗俗用语）
pzevenk,低俗色情,皮条客/混蛋（侮辱性称呼）
pzvnk,低俗色情,婊子养的（性侮辱）
pênî$&freiluftsex&dirnen,低俗色情,阴茎、户外性行为、妓女
pıro,低俗色情,妓女（侮辱性称呼）
reel&sex&sanal&sex,低俗色情,真实或虚拟的性行为
regl&kanını&alnına&sür,低俗色情,把经血涂在额头上（低俗侮辱）
rospu&çocukları&siklenmeyen,低俗色情,淫秽侮辱性词汇
rospunun&evlatları,低俗色情,婊子养的
rüya&yaş&20,低俗色情,性工作者广告，声称20岁
s&si&büyük,低俗色情,阴茎很大
s'ceğiz,低俗色情,性威胁用语，意为'我们会操你'
s*k,低俗色情,阴茎（粗俗用语）
s*ke&siktir,低俗色情,性器官的粗俗用语和滚开
s*kerim,低俗色情,粗俗的脏话，意为操弄
s*kerim&s*kim&kalkmıyor,低俗色情,操和鸡巴不硬的变体，描述性行为状态
s*kesm,低俗色情,操（性行为粗俗表达）
s*kimin&peşine&düşmek,低俗色情,追逐阴茎的粗俗表达
s*ktik,低俗色情,我们操了（粗俗性用语）
s*ktir&olup&gitmeli,低俗色情,滚出去（侮辱性词语）
s*ktirin&or*spusu&fahişeler,低俗色情,滚开、婊子、妓女等侮辱性词汇
s*kyim&orospuçocuğu,低俗色情,性侮辱和谩骂用语，意为“操你妈的婊子养的”
s..,低俗色情,脏话缩写，指代性器官的侮辱性用语
s...m&çocukları,低俗色情,操他妈的孩子（土耳其脏话）
s.ana&özel,低俗色情,性暗示的特殊邀请
s.b,低俗色情,土耳其粗俗语，意为'操'或'他妈的'
s.k&kesme&töreni,低俗色情,粗俗地指代阴茎切割仪式，含有性暗示
s.k.k&hocam,低俗色情,对老师的粗俗侮辱，涉及性器官
s.k.t.r,低俗色情,粗话‘滚开’或‘操’的缩写
s.ke&sürülmek&yalağı,低俗色情,性相关侮辱用语
s.ker,低俗色情,性交的粗俗说法
s.kerler,低俗色情,他们搞/性交（粗俗用语）
s.keyim,低俗色情,粗俗的性侮辱用语
s.keyim&b.ksunuz,低俗色情,我操你们是屎
s.kini,低俗色情,阴茎的隐晦写法
s2,低俗色情,阴茎的缩写粗话
s2m,低俗色情,性行为的粗俗表达
s2yim,低俗色情,我操（性咒骂）
saati&400,低俗色情,每小时400里拉（性交易价格）
saati200&tl&gecelik&600&tl&arayin,低俗色情,每小时200里拉，过夜600里拉，请打电话
sahibe&kole&fetis,低俗色情,主人、奴隶、恋物癖
sakaryatraveﬅi&link,低俗色情,萨卡里亚变性人链接（暗示色情内容）
sakso,低俗色情,口交
sakso&cekecek&pasifler,低俗色情,口交的被动方
sakso&cekiyo,低俗色情,口交
sakso&cekiyor,低俗色情,口交
sakso&çekmek,低俗色情,口交
sakso&çekmeye,低俗色情,口交
sakso&çektirip&sikicek,低俗色情,口交和插入
sakso&çektirmek&göt&sikmek,低俗色情,口交与肛交的粗俗描述
