word,category,meaning
oplaskelamin&tetek,低俗色情,提及生殖器和乳房的整形，带有性暗示
orang&bego,低俗色情,愚蠢的人（侮辱性称呼）
organ&intim,低俗色情,私密器官
orgas&berkali,低俗色情,多次高潮，性行为结果
otak&babi&goblok,低俗色情,猪脑子和蠢货，用于侮辱谩骂
otak&di&bool,低俗色情,侮辱性短语，意为“脑子在肛门里”，即辱骂他人愚蠢或下流。
otak&di&taro&di&bol,低俗色情,脑子放在阴道里（粗俗侮辱）
otak&mesum,低俗色情,下流脑子，指人思想淫秽
otak&tokai&mulut&pantat,低俗色情,一系列侮辱性词汇和低俗身体部位词汇的组合，用于人身攻击
otak&wc,低俗色情,厕所大脑，低俗侮辱性词汇
otong,低俗色情,对男性生殖器的粗俗称呼
p3r3k,低俗色情,妓女（方言变体）
p3r3q&gerwani,低俗色情,对女性性工作者的侮辱及政治标签
p___y,低俗色情,女性阴部的俚语变体
pacar&lesbi,低俗色情,女同性恋情侣
pagla&choda,低俗色情,意为疯狗性交，是对性的粗俗描述
paha&cewek&pantat&cewek&bahenol,低俗色情,女性大腿、臀部及性感描述
paha&oplasan&jelek&selangkangan,低俗色情,大腿手术很丑，腹股沟（用来进行人身攻击和性暗示侮辱）
paha&patay,低俗色情,大腿和臀部
pakai&sepuasnya&cewek,低俗色情,随意使用女性，暗示性剥削和物化
pamer&aurat,低俗色情,暴露身体，违反伊斯兰教法
pamer&badan,低俗色情,炫耀身体，带有性挑逗意味
pamer&bokong,低俗色情,炫耀屁股，性暗示行为
pamer&dada,低俗色情,展示胸部，露骨的性暗示
pamer&kontol&besar,低俗色情,炫耀大阴茎
pamer&kontol&ngocok&crottt,低俗色情,展示阴茎、手淫、射精
pamer&payudara,低俗色情,展示乳房
pamer&payudara&cawet,低俗色情,露胸和阴部，性暗示词汇
pamer&susu,低俗色情,炫耀胸部
pamer&susu&kontol,低俗色情,炫耀胸部、阴茎，涉及性器官的露骨描述
pamer&tetek,低俗色情,展示乳房
pamer&tubuh,低俗色情,炫耀身体，带有性暗示的展示行为
pamerin&susunya,低俗色情,展示胸部
pamerin&tetek&palsu,低俗色情,展示假胸
pantanya&ayam&disuntik&selangkanganya&lebar,低俗色情,女性的性器官、被注射的鸡（暗指性器官异常）、胯部宽（不紧）
pantat,低俗色情,屁股，用作侮辱性称呼
pantat&aneh&selangkang&lucu,低俗色情,奇怪的屁股和有趣的胯部（性暗示评论）
pantat&benjol,低俗色情,凸起的屁股，指臀部异常凸起，带有性暗示或低俗描述
pantat&benjol&silicon&berantakan,低俗色情,对女性臀部的不雅描述，暗示假体失效，表达猥亵
pantat&besar,低俗色情,大屁股，指女性臀部，带有性侮辱和低俗意味
pantat&buatan,低俗色情,假屁股
pantat&cowok&sapi,低俗色情,对男性臀部与牛臀部的粗俗比较
pantat&daleman,低俗色情,屁股和内脏，低俗描写身体部位
pantat&di&toel2in,低俗色情,摸屁股的性骚扰行为
pantat&dipublikin,低俗色情,公开屁股图片
pantat&grinjel,低俗色情,屁股上的坑洞或不规则形状，用于指代不雅的身体部位描述
pantat&kerutan&bentolan,低俗色情,屁股皱纹和疙瘩
pantat&lemak&bekas&operasi,低俗色情,屁股、脂肪、手术疤痕，用于评论他人身体外貌
pantat&melar,低俗色情,屁股松弛
pantat&nusuk&ditusuk,低俗色情,性行为描述：屁股、插入和被插入
pantat&palsu,低俗色情,假屁股，侮辱性指代臀部
pantat&tetek,低俗色情,印尼语中臀部和胸部的粗俗称呼，用于色情侮辱
pantat&titit,低俗色情,屁股和鸡巴
pantatnya&kaya&suntik&silikon,低俗色情,屁股像注射了硅胶，低俗性暗示描述
pantek&lancik&baruak,低俗色情,粗俗的性器官侮辱和动物侮辱（猴子等）
panu,低俗色情,孟加拉语中可能指代色情内容或性暗示
pap&nenen&memek,低俗色情,胸部照片和女性生殖器（粗俗用语）
pap&nete,低俗色情,发照片并提及吸奶的性暗示内容
pap&tete,低俗色情,秀胸部/展示乳房
pasang&tarif&ditiduri,低俗色情,设置价格供性交
pastor&garap&bocah,低俗色情,牧师搞小男孩，涉及儿童性行为
payu&dara&balon&kerupuk,低俗色情,指女性乳房形状被比喻为气球和饼干，含有性暗示和贬低
payudara&dihisap,低俗色情,乳房被吸吮
payudara&kiri&kanan&penyok,低俗色情,对乳房及其形状的粗俗描述
payudara&palsu&badan&palsu,低俗色情,假乳房和假身体，用于贬低他人外表和进行性羞辱
payudara&penyet&sebelah,低俗色情,一侧扁平的乳房，侮辱性描述女性身体缺陷
payudaramu&brengsek,低俗色情,你的乳房和混蛋，涉及性暗示和粗俗辱骂
payudaranya&penyet&sebelah,低俗色情,对女性乳房的贬低性描述
pck,低俗色情,商业口交工作者，指代性服务人员
pecah&perawan,低俗色情,意为‘破处’，露骨性暗示
peci&pecun,低俗色情,将穆斯林帽子与妓女/皮条客关联，侮辱特定宗教群体
pecinta&lubang&anus,低俗色情,肛门爱好者，针对性取向的侮辱性称呼
pecun,低俗色情,混蛋/骂人话
pecun&garunsang&liar,低俗色情,对女性的性侮辱词汇，'pecun'指妓女，'garunsang liar'指野狗
pecun&pecandu&narkoba,低俗色情,妓女和吸毒者
pedofil&ngen&totin&anak,低俗色情,恋童癖团伙头目性侵幼童
pedophile,低俗色情,恋童癖，涉及猥亵儿童的内容
pegang&pegang&gel&silicon,低俗色情,摸硅胶（性暗示动作）
pegang&susu&diremas&remas,低俗色情,摸奶、揉捏乳房等性暗示行为
pejuh&memek,低俗色情,精液和女性生殖器的粗俗说法
pelacur,低俗色情,妓女
pelacur&kemaluan&pamer&tubuh,低俗色情,妓女、生殖器、暴露身体
pelcija,低俗色情,妓女的变体侮辱
peler&kontol&sepongkontol,低俗色情,男性生殖器和口交的粗俗词汇
peler&tetek&palsu,低俗色情,peler意为阴茎；tetek palsu意为假乳房
pelorotin&celana&kamu,低俗色情,脱裤子（性骚扰/低俗行为）
pelumas&enduro&mekinya,低俗色情,Enduro润滑剂和女性生殖器代称
pembalut&bekas&wanita,低俗色情,用过的女性卫生巾
pemerkosan,低俗色情,强奸
pemuas&syahwat,低俗色情,满足性欲的露骨表达
pendeta&memperkosa&ejakulasi,低俗色情,对牧师进行强奸射精的侮辱性描述
peng&eue&an,低俗色情,性交的俚语变体
pengen&un,低俗色情,想要发生性关系
penikmat&pantat&bocah,低俗色情,喜欢儿童屁股的人，用于指控他人为恋童癖
penis,低俗色情,男性生殖器官，属于露骨性词汇
penis&kecil,低俗色情,侮辱男性生殖器大小
penis&lepas&hubungan&seksual&bidadari&surga,低俗色情,阴茎脱落与天堂仙女发生性关系，低俗色情描述
penis&minyak&lintah&papua,低俗色情,阴茎和巴布亚水蛭油，用于男性性器官增大和性功能改善的淫秽宣传
penis&problem,低俗色情,阴茎问题
penis&vagina&tetek&payudara,低俗色情,阴茎、阴道、乳房等性器官词汇。
penisku&tetek,低俗色情,我的阴茎和乳房
penjilat&sepong,低俗色情,舔狗与口交，性侮辱用语
pentil&babi,低俗色情,猪乳头，一种粗俗的侮辱性称呼
pentil&itil&mengulum&menjepit&berdesah,低俗色情,乳头、阴蒂、口交、夹住、呻吟等性行为相关词汇
pentil&mimi,低俗色情,乳头和乳房，色情词汇
pentil&payudara,低俗色情,乳头
pentil&punyanya&laki,低俗色情,乳头和男性私处，性暗示用语
pentil&tetek&kelentit,低俗色情,乳头、阴蒂
pentolan,低俗色情,性侮辱词汇，指娼妓/婊子
pentot,低俗色情,女性生殖器的粗俗说法，淫秽词汇
penuh&bokong,低俗色情,满是臀部，低俗色情暗示
penyepng&kontl&anjing,低俗色情,阴茎和狗，性侮辱词汇
penyuka&lobang&tokai,低俗色情,喜欢肛交的人（粗俗性暗示）
pepek,低俗色情,女性生殖器的粗俗称呼
pepek&busuk,低俗色情,腐烂的阴部，极度侮辱性的性器官代称
pepek&kontol,低俗色情,阴部、鸡巴
pepek&tetek&lonte,低俗色情,女性生殖器、乳房和妓女的粗俗用语
perawan&memek,低俗色情,处女阴道，露骨性器官与性状态描述
perek,低俗色情,对女性的侮辱性称呼，意为妓女
perek&crot,低俗色情,妓女和射精，指性交易中的性行为
perek&ibu&dool,低俗色情,侮辱性性词汇，意指婊子、你的母亲及性行为相关的粗俗用语
perek&memek,低俗色情,妓女、女性生殖器（粗俗）
perek&pelacur&wanita&rendah,低俗色情,对女性的侮辱性称呼，意为妓女、荡妇、低贱女人
perek2&perek&laki2&kebo',低俗色情,妓女、男妓、牛（侮辱性称呼）
perempuan&budak&seks,低俗色情,将女性描述为性奴隶，淫秽
perkosa,低俗色情,强奸，暴力性行为
perkosa&jilbob,低俗色情,强奸戴头巾的穆斯林女性，性暴力威胁
perra,低俗色情,对女性的侮辱性称呼，意为母狗
pervert,低俗色情,变态
pesta&seks&di&surga,低俗色情,天堂的性派对（对伊斯兰教天堂的色情化描述）
phata&phati&dada,低俗色情,对胸部进行性暗示或低俗动作的描述
phosex&phone&seks&sengama&dientot&anal,低俗色情,电话性爱、性交、插入、肛交
phudi,低俗色情,女性生殖器的粗俗称呼
pijat&privacy,低俗色情,按摩与隐私，暗示色情按摩服务
pijet&plus&plus,低俗色情,提供性服务的按摩
pingul&pantat,低俗色情,臀部、屁股
piranha,低俗色情,妓女、荡妇
pisang&asw,低俗色情,香蕉（阴茎代称）和狗屎（粗口）
pisang&tegang,低俗色情,男性生殖器勃起的低俗比喻
porn&acc,低俗色情,色情账号
porn&business,低俗色情,色情行业，涉及淫秽内容。
porn&zina,低俗色情,色情片和通奸
porno,低俗色情,色情
porno&bokep,低俗色情,色情、黄色视频
porno&bokep&ngewe&memek&bugil&seksi&mesum,低俗色情,一系列印尼语色情词汇：色情、黄片、性交、阴部、裸露、性感、淫荡
porno&bokepindo&tetek&sange&memek&kontol&ngewe,低俗色情,印尼语中的淫秽词汇，指色情、性器官和性行为
porno&jembut,低俗色情,色情和阴毛，指涉性器官的粗俗用语
porno&kontol&memek&ngewe,低俗色情,色情、男性生殖器、女性生殖器、性交
porno&lokal&hana&anisa,低俗色情,本地色情视频（Hana Anisa）
porno&memek,低俗色情,色情视频/阴道
porno&memek&basah&jembut&lebat,低俗色情,色情、湿润的阴道、浓密阴毛等性器官和性行为描述
porno&memek&kontol,低俗色情,porno意为色情，memek和kontol为印尼语中对女性/男性生殖器的粗俗称呼。
porno&memek&kontol&sange&ngentot,低俗色情,色情、女性生殖器、阴茎、性欲亢奋、性交等淫秽词汇
porno&video&porno&memek,低俗色情,色情、色情视频、女性生殖器粗俗用语
posisi&seks&ngentot&cara&bercinta,低俗色情,性爱姿势、做爱、做爱方式等色情词汇
potong&titit,低俗色情,割阴茎
potong&titit&memek&palsu&tusuk&bol,低俗色情,割阴茎、假阴道、捅肛门等性暗示用语
potongan&burung,低俗色情,切下的阴茎
pqp,低俗色情,葡萄牙语粗口，意为‘操’
psk,低俗色情,商业性工作者
psk&col,低俗色情,妓女和阴茎的粗俗代称
psk&daring,低俗色情,在线性工作者（贬义）
psk&lepas&kerudungmu,低俗色情,用'妓女'和'摘下头巾'侮辱对方宗教和人格
puasin&ahok,低俗色情,满足阿学，带有性暗示的侮辱性表述
pucuk&kntl,低俗色情,性器官侮辱词汇，指阴茎
pussy,低俗色情,女性生殖器或贬低女性的侮辱性称呼
pussy&ass,低俗色情,下流侮辱性用语，指代女性生殖器和屁股
pussy&stank,低俗色情,下体臭味，用于侮辱女性的粗俗词汇
puta&barata,低俗色情,贬低女性的侮辱性称呼，意为'便宜婊子'
puta&basura&humana,低俗色情,西班牙语辱骂，意为妓女和人类垃圾，针对个人的侮辱性词语。
puta&gorda,低俗色情,胖婊子，侮辱性称呼
puta&merda,低俗色情,葡萄牙语/西班牙语粗口，意为'婊子养的/狗屎'
puta&sacanagem,低俗色情,葡萄牙语脏话，意为'婊子'和'下流行为'，用于侮辱他人。
puting&anaksekolah,低俗色情,学生乳头
puting&hitam,低俗色情,黑色乳头，淫秽部位
puting&kedelai&remas,低俗色情,将大豆拟人化，指大豆的乳头和挤压动作，暗含性暗示
puting&susu&memek,低俗色情,乳头、乳房、阴道的性暗示描述
puting&susu&tetek,低俗色情,乳头和乳房
putinha&bunda&grande,低俗色情,大屁股的小母狗/小妓女，用于侮辱女性的性化称呼
r**di,低俗色情,妓女，侮辱女性的性贬义词
rambut&kelek&jembut,低俗色情,腋毛和阴毛
rande,低俗色情,妓女
randi&billi,低俗色情,侮辱性称呼“妓女/母狗”，用于贬低他人
randi&chudiye,低俗色情,妓女和性交，用于侮辱和性骚扰
randi&gaand&marne,低俗色情,妓女和性暴力威胁，用于侮辱和骚扰他人
randi&jhant,低俗色情,妓女和下体
randi&ke&aulad,低俗色情,妓女的子女，辱骂用语
randi&ki&aulad,低俗色情,婊子养的儿子（针对个人的侮辱性称呼）
randibazi,低俗色情,卖淫、淫乱行为
ranga&billa&prostitute,低俗色情,将Ranga Billa称为妓女，进行人格侮辱
ranndi&magi,低俗色情,妓女、贱人（针对女性的侮辱性称呼）
ranur&biya&kuttar&satha,低俗色情,暗示与狗交配的淫秽表述
rascal&besa&ganda,低俗色情,针对他人的侮辱性称呼和脏话
ratus&vagina,低俗色情,数百个阴道
redtube,低俗色情,成人色情网站
remas&an&susu&sapi,低俗色情,揉捏牛的乳房，带有性暗示的淫秽表达
remas&dada,低俗色情,揉捏胸部
remas&jilat&isap&tetek,低俗色情,揉搓、舔、吸吮乳房
remas&kedua&susu&mainin&puting,低俗色情,揉捏双乳和玩弄乳头
remas&menjilat&isap&kenyot&klamutin&tetek,低俗色情,揉捏、舔、吸、吮吸、揉弄、乳房等性行为相关词汇
remas&pantat,低俗色情,揉捏屁股（猥亵动作）
remas&payudara,低俗色情,揉捏胸部，性骚扰行为
remas&payudara&siswi,低俗色情,揉捏女学生乳房
remas&remas&dada&ujung&puting&mau&susu,低俗色情,揉捏胸部、乳头、想要奶（性暗示）
remas&remas&susu,低俗色情,揉捏乳房，描述性侵犯动作
remas&remas&tetek&dan&pentil,低俗色情,揉捏乳房和乳头
remas&remasan&tetek,低俗色情,揉捏胸部
remas&susu,低俗色情,揉捏乳房
remas&susu&cewek,低俗色情,揉女性乳房
remas&susu&cewek&foto&hot,低俗色情,揉捏乳房、女孩、热辣照片等与性相关的词汇组合
remas&susu&dada,低俗色情,揉捏、奶子、胸部，指性敏感部位及猥亵动作
remas&susu&di&depan&umum,低俗色情,在公共场所揉捏乳房，露骨的性骚扰行为
remas&susu&elus&memek,低俗色情,捏乳房和抚摸阴部的性行为描述
remas&susu&foto&bugil,低俗色情,揉胸和裸照，色情描写
remas&susu&gigit&puntil&sengama,低俗色情,揉胸、咬乳头、性交
remas&susu&mamah,低俗色情,揉捏妈妈的乳房，性暗示及乱伦色情内容
remas&susu&pelumas&kondom,低俗色情,揉捏乳房、润滑剂、避孕套等露骨性行为相关词汇
remas&susu&porno&foto&bugil,低俗色情,揉捏乳房、色情内容、裸照
remas&susu&remaja&masjid,低俗色情,将清真寺青少年与性暗示（揉捏乳房）关联的侮辱性黑话
remas&susu&sampai&muncrat,低俗色情,捏胸直到喷射，露骨的性行为描述
remas&susu&sengol&susu,低俗色情,揉捏乳房、触摸乳房的性暗示表达
remas&susunya,低俗色情,揉捏乳房
remas&tetek,低俗色情,揉乳房
remas&tetek&buka&baju,低俗色情,揉捏胸部、脱衣服等性侵犯动作
remas&tetek&foto&bugil,低俗色情,揉捏乳房和裸照
remas&tetek&isap&puting&cicap,低俗色情,揉捏胸部、吸吮乳头、舔等性行为动作
remas&tetek&jilat&memek&kulum&kontol,低俗色情,捏胸、舔阴、口交等性行为描述
remasusu,低俗色情,挤压乳房
remes&pantat&remas&tetek,低俗色情,摸男大学生的屁股和捏乳房
remes&tetek,低俗色情,捏胸部
remuk&nini,低俗色情,粗俗侮辱性用语，可能涉及性暗示
rendi&magi,低俗色情,类似侮辱性称呼，意为'荡妇'
rlnya&kek&tai,低俗色情,实际上像屎一样，用于侮辱他人外貌
rok&kolor,低俗色情,用裙子和内裤暗示不当穿着，含性羞辱意味
saala&laundiya&faad,低俗色情,辱骂女性并暗示性暴力的侮辱性词组
saalon,低俗色情,混蛋（辱骂）
sadi&kutti,低俗色情,针对Arundhati Roy的侮辱性称呼，'Kutti'在印尼语中意为贱人、婊子。
sakitnyaditelor,低俗色情,睾丸疼痛，性器官相关粗俗表达
sala&madddarchod,低俗色情,印地语脏话，意为'婊子'和'混蛋'，用于侮辱他人
sali,低俗色情,骂人的话，意为'婊子'，是一种性侮辱。
sali&ki&beti,低俗色情,对女性亲属（姐妹、女儿）的侮辱性称呼，带有性暗示和贬低意味。
sali&vhikari,低俗色情,对女性的侮辱性称呼，意为'婊子'
salil&randi,低俗色情,天生的婊子（侮辱性性称呼）
sange,低俗色情,情欲高涨、饥渴
sange&berat,低俗色情,强烈性欲
sange&berat&sepong&kontol&brondong,低俗色情,极度性欲、口交阴茎、年轻男性等低俗色情词汇
sange&cipokan,低俗色情,性兴奋和爱抚接吻的性行为暗示
sange&colmek,低俗色情,性欲与自慰行为
sange&gatel,低俗色情,性欲旺盛、性冲动
sange&kontol&memek&peler&sepong&bispak,低俗色情,性欲旺盛、阴茎、阴道、阴茎、口交、双性人（淫秽）
sange&memek,低俗色情,性兴奋和女性生殖器的粗俗用语
sange&memek&kontol,低俗色情,性欲、女性私处、男性私处
sange&memek&kontol&vcs&bugil&vcsyuk&vcskuy&tante&bugil&memek&binor&porno&bisyar&bispak,低俗色情,性欲亢奋、女性生殖器、男性生殖器、视频性爱、裸体、一起视频性爱、阿姨裸体、少妇生殖器、色情、性工作者相关
sange&ngewe,低俗色情,性兴奋、想发生性关系
sange&ngewe&memek&kontol&sepong&birahi&tetek&payudara&bokep,低俗色情,发情、做爱、女性生殖器、阴茎、口交、情欲、乳房、胸部、色情片
sange&ngocok&memek,低俗色情,发情、手淫、女性生殖器，直接描述性行为
sange&ngocok&memek&kontol,低俗色情,性饥渴、自慰、阴道、鸡巴等色情词汇
sange&sengama,低俗色情,性兴奋、想性交
sapi&elus&pencet&remas&susu,低俗色情,以牛喻人，并描述对乳房的抚摸揉搓动作，具有侮辱和色情含义
screwed&mama,低俗色情,带有性侮辱的脏话，指'操你妈'
screwed&yo&mama,低俗色情,性侮辱用语，指操你妈妈
sedot&itil&sepong&kontol,低俗色情,吸阴蒂、口交阴茎
sedot&kontol,低俗色情,吸阴茎
seks,低俗色情,性行为
seks&bebas,低俗色情,性自由/滥交
seks&kontol&memek,低俗色情,性交、阴茎、阴道等色情用语
seks&memek&toked,低俗色情,性交、女性生殖器、乳房
seks&partner,低俗色情,性伴侣
selangkangan&jelek&bantet,低俗色情,对他人身体部位和外形的侮辱性描述
selangkangan&lebar,低俗色情,胯部宽，用于贬低他人身体特征
selangkangan&maia&diobok,低俗色情,对女性腹股沟部位进行侮辱性动作描述，低俗色情
selangkangan&nafsu,低俗色情,胯下和欲望，暗示性行为
selangkangan&pecun,低俗色情,性器官/裆部的享受者，粗俗性暗示
selingkuh&ngewe,低俗色情,出轨性交
selingkuhan,低俗色情,情妇，婚外情人（侮辱性）
semok&memek,低俗色情,身材丰满和女性生殖器
sempak,低俗色情,阴茎，粗俗性器官词汇
semprot&taik,低俗色情,喷粪，粗俗地指代性行为
semua&dari&karet,低俗色情,都是假的/假胸
sengama,低俗色情,性交
sengama&dientot,低俗色情,性交、被干等性行为用语
sengama&ewe,低俗色情,性交（露骨性行为描述）
sengama&jembut,低俗色情,性交、阴毛
sengama&kontol&sepong,低俗色情,性交、阴茎、口交
sengama&longrep,低俗色情,性行为暗示及回复的隐语，用于约炮
sengama&mama,低俗色情,与母亲发生性关系的乱伦行为
sengama&memek&kontol,低俗色情,性交、女性生殖器、男性生殖器
sengama&meremas&remas&susu,低俗色情,做爱和揉捏乳房
sengama&sepong&kontol,低俗色情,性交、口交、阴茎
sengama&tante&nunung&ovj,低俗色情,性交、阿姨、色情演员/模特代称
senggama,低俗色情,印尼语中性交的直白表达，属于淫秽词汇
senggama&ngentot,低俗色情,性交，露骨性行为描述
senggama&sampah&masyarakat,低俗色情,性交、社会垃圾（侮辱性称呼）
seni&sikerim,低俗色情,操你（土耳其语粗口）
sentilin&biji&babi,低俗色情,刺激猪睾丸，对Ahok进行性侮辱和宗教侮辱。
sepilis,低俗色情,梅毒，性病
sepong,低俗色情,口交
sepong&isepkontol&nyedot&titit&kontol&nyepong,低俗色情,口交、吸阴茎、吮吸阴茎、阴茎口交等露骨性行为描述
sepong&kontol,低俗色情,口交和阴茎的粗俗用语
sepong&kontol&besar&anal,低俗色情,口交、大鸡巴、肛交的性行为描述
sepong&kontol&memek,低俗色情,口交、阴茎、阴道等性器官及性行为描述
sepong&kontol&sengama,低俗色情,口交、阴茎、性交等淫秽词汇
sepong&kontol&sengama&horny,低俗色情,口交、鸡巴、性交、欲火，色情露骨性暗示
sepongkontol,低俗色情,口交（阴茎）
serem&lihat&badan&kamu&belok,低俗色情,贬低他人身体并指对方为同性恋的侮辱性词组
serigalanya&jablay,低俗色情,对某人的侮辱性称呼，意为狼的荡妇
sewa&aku&tetek&besar&memek&sempit,低俗色情,出租自己（暗示卖淫）、大胸、紧窄阴道
sewa&aku&tetek&besar&memek&sempit&perawan,低俗色情,招嫖广告，包含身体特征描述和处女身份，暗示性交易
sex,低俗色情,性行为
sex&kawana&pitna&threat,低俗色情,性胁迫、殴打、威胁，涉及性暴力和身体伤害
sexual&harassment,低俗色情,性骚扰
shemale&ladyboy&banci,低俗色情,变性人/人妖（性对象化描述）
si&lobang&anus,低俗色情,肛门洞，露骨的性器官侮辱
si&perek,低俗色情,对女性的性侮辱称呼，指妓女或放荡的女人
sialnya&titit,低俗色情,粗俗的性器官称呼和咒骂，意为'该死的鸡巴'
silicon&balon,低俗色情,用硅胶和气球比喻隆胸，含侮辱性暗示
silit,低俗色情,肛门，常用于辱骂
silit&ardhog,低俗色情,肛门的粗俗说法与侮辱性称呼的组合，用于攻击他人
silit&bau&jigong,低俗色情,臭肛门妓女，针对个人的侮辱性性词汇
silit&cok',低俗色情,粗俗的骂人话，意为'屁股他妈的'
silit&dikentu,低俗色情,被鸡奸的肛门，性侮辱用语
silit&ireng&dobol&ijo,低俗色情,印尼语中的低俗侮辱性词语，指代肛门及颜色修饰，通常用于辱骂
silit&kotoran,低俗色情,脏肛门，极端侮辱性脏话
single&kene,低俗色情,单身婊子，淫秽侮辱性称呼
sipit&itunya,低俗色情,用“眯眼”和“那个”组合暗指因眼睛小看不到性器官，具有低俗性暗示
sisna,低俗色情,阴茎的粗俗说法
siswi&sd&istrinya,低俗色情,小学女生是妻子
skank&bitch,低俗色情,荡妇、贱人
slot&memekbasah&videobokep&cewek&bokingan&fulservis,低俗色情,涉及赌博、淫秽色情词汇、色情视频、卖淫服务、全性服务
slutsharming,低俗色情,对女性进行性羞辱，指责其行为放荡
sodok&dari&blakang&jilat&memek,低俗色情,从后面插入并舔女性生殖器的粗俗描述
sodok&mecky&remas&tetek,低俗色情,插入女性生殖器和揉捏乳房
sodol&anal,低俗色情,肛交
sodomi,低俗色情,鸡奸，露骨性行为
sompret,低俗色情,他妈的，骂人话
sontoloyo,低俗色情,印尼语粗话，意为混蛋或废物，用于侮辱他人。
sontoloyo&pengecut,低俗色情,混蛋懦夫式的侮辱词汇
sosis&bule,低俗色情,白人香肠，代指白人男性生殖器，用于淫秽性侮辱
sperma,低俗色情,精液，性侮辱用语
sperma&cebong,低俗色情,精液蝌蚪，性相关侮辱性词汇
sperma&encer,低俗色情,精子稀薄，用于侮辱男性性能力
srupciuman&bercumbu,低俗色情,吸吮爱抚
stank&ass&bitch,低俗色情,形容对方臭烘烘的婊子，具有侮辱性
sua&puta&putinha,低俗色情,用于侮辱女性的下流称呼，意为'婊子、小婊子'
sua&vagabunda,低俗色情,侮辱性称呼，意为'你的荡妇'
suck,低俗色情,具有性暗示的俚语，原意为“口交”，也可指“差劲”
suck&a&prick,低俗色情,吮吸阴茎的粗俗行为
suck&ass&pussy,低俗色情,性侮辱词汇，表示口交或对女性的蔑称
suck&my&dick,低俗色情,口交的粗俗表达
sucking&iranian&dick,低俗色情,涉及口交的粗俗性暗示表达
suhana&sk&ta&bote,低俗色情,一种印尼语脏话，意为诅咒或侮辱，常用于人身攻击。
suk&my&dik,低俗色情,口交侮辱
suk&my&fat&dik,低俗色情,吮吸我的肥鸡巴（性暗示）
suka&fk,低俗色情,喜欢性交（fk为fuck缩写）
suka&kontol,低俗色情,喜欢鸡巴
surat&al&memek,低俗色情,古兰经章节（粗俗化，指女性生殖器）
suruh&ibu&ngelonte,低俗色情,叫你妈妈去卖淫，一种严重的侮辱性言论
susu&dancok,低俗色情,粗话假奶，侮辱性形容乳房
susu&dielus&dipencet&diremas,低俗色情,对乳房的性暗示抚摸和揉捏动作
susu&dipencet-pencet,低俗色情,乳房被揉捏，性暗示动作
susu&diremas,低俗色情,奶和揉捏，性暗示
susu&diremas&remas&berhubungan&badan,低俗色情,乳房揉捏和性关系，露骨的性暗示
susu&kempis&sebelah,低俗色情,对乳房扁平一侧的侮辱性描述
susu&kntl&manis,低俗色情,乳房和阴茎甜蜜的，侮辱性性粗言秽语
susu&meremas&remas,低俗色情,卖奶和揉捏，性暗示
susu&nya,低俗色情,乳房（女性的胸部）
susu&nya&besar,低俗色情,形容女性乳房大的露骨词汇
susu&palstik&susu&asli,低俗色情,假胸和真胸，涉及女性身体的不当讨论
susu&palsu&meledak,低俗色情,假胸、诅咒胸部爆炸
susu&prawan&remas,低俗色情,处女奶和揉捏，性暗示用语
susu&randa&remas,低俗色情,乳房和揉捏动作，暗示性行为
susu&remas,低俗色情,乳房和揉捏的性暗示
susu&remas&isap&puting&kontol&kempit,低俗色情,乳房、揉搓、吸乳头、阴茎、夹住等性行为相关词汇
susu&saudari&di&remas&remas,低俗色情,对女性乳房的猥亵动作描述
susu&segar&meras&dan&remas,低俗色情,性暗示词汇，指代女性乳房及抚摸揉捏动作
susu&tepos&beruk&amazon,低俗色情,像亚马逊猴子一样扁平的乳房（侮辱性形容）
susu&turun&naik,低俗色情,乳房上下晃动
susu&wanita&di&remas&remas,低俗色情,女性乳房被揉捏，性暗示词汇
susu&wanita&diremas&remas,低俗色情,女性乳房及揉捏动作的性暗示描述
susu&wanita&remas,低俗色情,女性乳房被揉捏
susunya&meletus&bh,低俗色情,女性的胸部、爆炸、胸罩，指代性器官和性行为暗示
t&meletus,低俗色情,乳房爆炸的性暗示
ta*,低俗色情,大便（粗话）
tae&luh,低俗色情,对对方的侮辱性称呼，意为'你的屎'之类的粗话
tae&ngechord,低俗色情,粪便和射精的粗俗表达
tai,低俗色情,屎，用于侮辱的粗话
tai&bapak&lo,低俗色情,诅咒粪便沾到父亲身上的侮辱性语言
tai&cuk,低俗色情,粪便和脏话，低俗侮辱用语
tai&jijay,低俗色情,粗俗侮辱性用语，意为屎和恶心
tai&kena&tai,低俗色情,屎和沾屎，用于侮辱和诅咒
tai&kencing&emak,低俗色情,粗俗侮辱性用语，指粪便、尿液和辱骂对方母亲
tai&kucing,低俗色情,猫屎，印尼语粗话，用于侮辱他人为废物
tai&lo&hyung,低俗色情,粗口，侮辱性称呼，意为“粪便你哥哥”
tai&lu',低俗色情,侮辱性粗话，意为'你屎'
tai&luh,低俗色情,粗俗侮辱用语，意为 '你拉屎'，类似脏话。
tai&onta,低俗色情,骆驼屎，用于辱骂他人的脏话
tai&pelakor,低俗色情,大便、家庭破坏者（小三）
tai&sapi,低俗色情,牛粪，用作侮辱性词汇
tai&tai,低俗色情,粪便/粗口
taik,低俗色情,粗话，意为'屎'或'混蛋'
taik&bodo,低俗色情,侮辱性脏话，直译为屎和愚蠢
taik&nenek&lu,低俗色情,你奶奶的屎，粗俗侮辱性短语
tanah&pelacuran,低俗色情,将印尼称为娼妓之地，是侮辱性黑话
