word,category,meaning
ngeludahin&rontokan&jembut,低俗色情,涉及性器官和不雅行为的词汇，具有低俗和淫秽性质。
ngemot&kontol,低俗色情,指含有露骨性暗示的行为，涉及男性生殖器。
ngempet&eue,低俗色情,暗示性行为的隐晦表达。
ngemut&boking,低俗色情,与性行为或性交易相关的词汇
ngemut&boking&ejakulasi,低俗色情,与性行为或性相关的词汇
ngemut&ke&o&dan&t&o&l,低俗色情,具有低俗和冒犯性的词组，可能暗示不雅行为。
ngemut&kontol,低俗色情,描述性行为的露骨词语，具有淫秽性质。
ngemut&kontol&bokep,低俗色情,描述露骨性行为的词语以及色情内容的标签
ngemut&nyepong&kontol,低俗色情,涉及性行为和男性性器官的露骨描述
ngent&t&istri&anak&angkatnya&saja&diento,低俗色情,露骨性内容，涉及性行为和家庭成员的不当描述。
ngentad&ngentod&jancok2,低俗色情,露骨性词汇，涉及性行为或粗俗表达。
ngentat&ngentot,低俗色情,粗俗的性行为描述词汇
ngentiau&sebelum&nikah,低俗色情,暗指婚前性行为，具有露骨性内容。
ngentiaw,低俗色情,粗俗的性相关词汇，具有冒犯性
ngentod,低俗色情,印尼语中粗俗的性行为暗示词汇
ngentod&fuck,低俗色情,粗俗的性行为相关词语，具有淫秽和冒犯性含义
ngentod&gak&usah&puasa,低俗色情,露骨性行为的粗俗表达以及对宗教行为（斋戒）的不尊重
ngentod&keramas,低俗色情,涉及性交和清洗身体的露骨性词汇
ngentod&kontol,低俗色情,露骨的性行为描述和男性生殖器的粗俗称呼
ngentod&memek&abg,低俗色情,露骨的性行为描述和针对未成年人的低俗性暗示
ngentod&ngeue,低俗色情,粗俗的性行为相关词汇，具有露骨和冒犯性
ngentot,低俗色情,性交，属于粗俗的性相关词语
ngentot&3some,低俗色情,描述性行为的低俗词汇和多人性行为的术语
ngentot&bokep,低俗色情,涉及性行为的粗俗词汇和色情内容的标签
ngentot&bokepabg,低俗色情,涉及性行为的粗俗词汇和未成年色情内容的标签
ngentot&cewek,低俗色情,淫秽词汇，指性行为
ngentot&cewek&berhijab,低俗色情,描述与戴头巾女性相关的性行为，具有露骨性暗示。
ngentot&croot,低俗色情,粗俗性行为描述&性行为高潮的拟声词
ngentot&crot&di&luar,低俗色情,涉及性行为和射精的露骨描述
ngentot&crottttt,低俗色情,‘ngentot’是印尼语中粗俗的性行为表达，‘crottttt’是模仿性行为高潮的拟声词。
ngentot&di&kost,低俗色情,在宿舍发生性行为的描述，属于淫秽内容
ngentot&di&toilet,低俗色情,在厕所发生性行为的露骨描述
ngentot&dimanjain,低俗色情,表达性行为和亲密接触的露骨词汇，具有明显的色情意味。
ngentot&drasex,低俗色情,露骨的性行为描述和性相关暗示
ngentot&enak&enak,低俗色情,暗示性行为的粗俗词汇，具有淫秽性质
ngentot&gadis&pacar,低俗色情,描述性行为的低俗词汇，涉及未婚情侣的不雅行为。
ngentot&ibu&kandung,低俗色情,描述与亲生母亲发生性行为的词组，涉及乱伦内容
ngentot&kontol,低俗色情,分别指性交和男性生殖器的粗俗表达，属于淫秽内容。
ngentot&live,低俗色情,描述性行为并提及直播的行为
ngentot&lobang&pantatmu,低俗色情,涉及性行为和身体部位的露骨描述
ngentot&lobang&pantatnya,低俗色情,涉及性行为和身体部位的露骨描述
ngentot&mami,低俗色情,提到与母亲发生性行为，属于严重违背道德的淫秽内容。
ngentot&memek,低俗色情,露骨性词汇，分别指性交和女性生殖器的粗俗表达
ngentot&memekmu,低俗色情,露骨的性行为描述和女性生殖器的粗俗称呼
ngentot&ngentott,低俗色情,印尼语中粗俗的性行为表达，具有淫秽性质。
ngentot&ngewe,低俗色情,印尼语中粗俗的性行为描述词汇，具有露骨和冒犯性。
ngentot&pacar,低俗色情,与伴侣发生性行为的粗俗表达
ngentot&pasangan&kalian&terkencing&kencing,低俗色情,描述性行为及伴随的露骨生理反应，属于淫秽内容。
ngentot&pastor&pendeta,低俗色情,使用低俗性词汇侮辱宗教人物。
ngentot&pecun,低俗色情,露骨的性行为描述和对性工作者的侮辱性称呼
ngentot&pejuhnya,低俗色情,‘ngentot’是粗俗的性行为描述，‘pejuhnya’指男性生殖液，属于露骨性内容。
ngentot&pelumas&alami,低俗色情,描述性行为及相关内容的低俗词汇
ngentot&pesta&seks,低俗色情,涉及性交和性派对的淫秽内容
ngentot&ramai2,低俗色情,描述群体性行为的露骨词汇，具有淫秽性质
ngentot&sampai&mentok,低俗色情,露骨性行为的描述，含有淫秽和不雅内容
ngentot&sange,低俗色情,涉及性行为的粗俗词汇和表达性欲的词语
ngentot&sekertaris&sexy,低俗色情,描述与秘书发生性行为的露骨性内容
ngentot&spuas&nya,低俗色情,尽情性交，属于淫秽内容。
ngentot&tante&oma,低俗色情,涉及性行为的露骨词汇以及对女性长辈的称呼，暗示不道德的性内容。
ngentot&terus,低俗色情,指持续进行性行为，属于淫秽词汇。
ngentot&toilet&sekolah,低俗色情,暗示在学校厕所发生性行为的词组，具有露骨性内容。
ngentot&yg&rl&nya&sangean,低俗色情,涉及性行为的粗俗表达和性欲暗示
ngentotabg,低俗色情,指与未成年相关的淫秽性行为描述，具有色情含义。
ngentotin&mami,低俗色情,描述性行为的粗俗词汇，带有淫秽含义。
ngentotin&memek,低俗色情,露骨的性行为描述和对女性生殖器的低俗称呼
ngentotjanda,低俗色情,侮辱性词汇，意为与寡妇发生性行为。
ngentotmahasiswi,低俗色情,指与大学生相关的淫秽性行为描述，具有色情含义。
ngentotmemek,低俗色情,指与女性生殖器性交，属于淫秽内容。
ngentotmemek&ngentotjanda&ngentotabg&ngentotmahasiswi,低俗色情,描述性行为的淫秽词汇，涉及未成年、寡妇和大学生等情境。
ngentotmemekpic,低俗色情,包含淫秽内容的词组，意为性交和女性生殖器的图片
ngentoto,低俗色情,低俗的性相关词汇，具有冒犯性。
ngentotpantat,低俗色情,粗俗地描述肛交行为
ngentotpic,低俗色情,与性行为图片相关的词汇
ngentotpic&twiter,低俗色情,暗示与性行为相关的图片，具有淫秽性质。
ngentotpic&twiter&com,低俗色情,涉及淫秽图片或内容的词组
ngentotpic&twiter&vrwuzmgq,低俗色情,暗示性行为图片和社交媒体链接的词组
ngentt&otak&selangkangan,低俗色情,涉及性行为的露骨词汇和侮辱性描述，违背道德规范
ngepal&kntl,低俗色情,粗俗词语，具有性暗示的含义
ngerasa&tot,低俗色情,‘tot’在印尼俚语中常被用作性相关的粗俗词汇，具有淫秽含义。
ngeres&coli,低俗色情,指淫秽思想和自慰行为的词语。
ngerojok&memek,低俗色情,涉及性行为的露骨描述，包含侮辱性词汇。
ngert&bokep,低俗色情,了解色情内容的意思，'bokep'是印尼语中对色情影片的俗称。
ngeue,低俗色情,印尼俚语中与性行为相关的低俗表达
ngeue&pecun,低俗色情,分别指性行为的粗俗表达和对性工作者的侮辱性称呼
ngewe,低俗色情,粗俗的性行为表达
ngewe&angkat&rok&iya&nunging,低俗色情,涉及性行为的粗俗表达和性暗示的动作描述
ngewe&bareng,低俗色情,指代多人参与的性行为，属于露骨性内容。
ngewe&bisyar&bispak,低俗色情,性行为及性交易相关内容
ngewe&bunda&maria,低俗色情,涉及性行为的粗俗词汇和宗教人物的低俗结合
ngewe&di&kolam&renang,低俗色情,在游泳池中发生性行为的描述
ngewe&diewe,低俗色情,指代性行为的粗俗表达
ngewe&gratis,低俗色情,指免费发生性行为，属于露骨性内容
ngewe&jilmek,低俗色情,涉及性交和色情行为的粗俗词汇。
ngewe&kasar,低俗色情,粗俗地描述性行为，带有侮辱性和低俗意味
ngewe&knalpot&kendaraan,低俗色情,暗示性行为并涉及不适当的性隐喻
ngewe&memek,低俗色情,露骨的性行为描述和女性生殖器的粗俗称呼
ngewe&memek&sempit,低俗色情,描述性行为和女性生殖器的露骨词语
ngewe&memek&tante,低俗色情,涉及性行为及性器官的词汇，含有淫秽内容。
ngewe&month&ewi,低俗色情,指代性行为的粗俗表达，具有淫秽性质
ngewe&ngentot,低俗色情,印尼语中粗俗的性行为表达，具有淫秽性质
ngewe&ngentotcewekpic,低俗色情,描述性行为的淫秽词汇
ngewe&peler&kuda,低俗色情,露骨的性描述，涉及性行为和动物器官。
ngewe&puas,低俗色情,涉及性行为的露骨词汇，表达淫秽内容
ngewe&sama&tante,低俗色情,与阿姨发生性行为的露骨性暗示
ngewe&sengama,低俗色情,指性行为的粗俗表达。
ngewe&sepong,低俗色情,涉及性交和口交的低俗词汇
ngewe&sepong&amoy,低俗色情,涉及性行为的低俗词汇
ngewe',低俗色情,粗俗的性行为表达
ngntot,低俗色情,粗俗的性行为描述，属于淫秽内容。
ngntot&azl,低俗色情,使用露骨的性描述，涉及不雅行为。
ngobelin&memek,低俗色情,涉及女性生殖器的露骨性描述
ngocok,低俗色情,自慰的俚语，属于淫秽内容。
ngocok&kontol,低俗色情,指男性自慰的粗俗表达。
ngocok&memek,低俗色情,涉及性行为和女性生殖器的露骨词语
ngocok&pele&r,低俗色情,暗指手淫行为，属于露骨性内容
ngocok&sampe&crottt,低俗色情,描述自慰行为及其结果的低俗用语
ngocok&tongkol,低俗色情,暗指自慰行为，属于淫秽内容。
ngocokin&kontol,低俗色情,涉及男性生殖器的露骨性行为描述
ngocokontol&ejakulasi&lumat&bibir&jilat&isap&tetek&buka&celana&dalam&elus&memek,低俗色情,涉及性器官、性行为及露骨性描述的词组
ngomong&ama&silit,低俗色情,粗俗表达，涉及肛门的侮辱性语言
ngomong&sama&silit,低俗色情,粗俗表达，涉及身体部位的侮辱性用语
ngomongnya&berak,低俗色情,使用粗俗语言（'berak'意为排泄），表达侮辱或不尊重的语气。
ngrasain&bagaimana&kalau&sengama,低俗色情,体验性交的含义，属于露骨性内容
ngremes&susu&tante,低俗色情,字面意思为‘揉捏阿姨的胸部’，属于露骨性内容。
ngukur&kntl,低俗色情,讨论男性性器官的长度，属于露骨性内容
ngukur&kontol,低俗色情,测量男性生殖器的低俗表达
ngulum&anu&babi,低俗色情,意为口交猪的生殖器，属于露骨性内容
ngulum&kontol,低俗色情,描述性行为的露骨词语，含有不雅内容。
ngumbar&aurat,低俗色情,暴露身体部位，通常指不符合当地道德规范的行为
ngumbar&tetek,低俗色情,公开展示女性胸部的行为
ngwe&sama&model&bule,低俗色情,暗指与外国模特发生性行为，属于露骨性内容。
nikah&siri&ngentot,低俗色情,将宗教婚姻与性行为联系起来的低俗表述
ninstagram&cewek&slalom&motor&nseksi,低俗色情,在Instagram上展示性感女性的描述
nisroji&isroji&mbokne&ancuk,低俗色情,侮辱性词汇，含有对个人及其母亲的低俗侮辱。
njenk&berbusa,低俗色情,使用粗俗和淫秽的语言，严重违背当地道德规范。
njilat&memek&bosok,低俗色情,低俗性描述，涉及性器官和不雅行为。
njing,低俗色情,印尼语中对狗的侮辱性用语，具有低俗和冒犯性。
njing&najis,低俗色情,侮辱性词汇，分别意为'狗'和'肮脏'，常用于辱骂他人。
njink&tolol,低俗色情,侮辱性词汇，意为'狗'和'愚蠢'，用于攻击他人
nkhonthol,低俗色情,粗俗词汇，指男性生殖器，属于淫秽内容。
nloe&tu&yang&bodoh&nanak&lonte&laknat&pelacur,低俗色情,使用侮辱性词汇攻击他人，涉及性工作者的贬义称呼。
nmeki,低俗色情,粗俗的性器官代称，具有淫秽性质
nmi&memek,低俗色情,包含对女性生殖器的粗俗称呼。
nmu&susu&silakan&remas,低俗色情,如果看到乳房请揉捏，含有露骨性暗示的内容
nmunyuk&nanjing,低俗色情,侮辱性词汇，带有粗俗和不雅的含义。
no&titit,低俗色情,‘titit’是印尼语中对男性生殖器的粗俗称呼。
nongeng&sekali,低俗色情,带有性暗示的词语，形容身体姿态或外形
nonjol&alat&kelamin,低俗色情,描述性器官突出或显现的词语，具有露骨性内容
nonjolin&tetek,低俗色情,露骨地描述女性胸部的词语，具有淫秽性质
nonton&porno,低俗色情,观看色情内容
nonton&sambil&coli,低俗色情,涉及自慰行为的低俗描述。
nontot,低俗色情,一种粗俗的性行为暗示词汇
notak&lendir&melulu,低俗色情,带有性暗示的低俗表达，可能指代与性相关的内容
novirginoweding,低俗色情,指非处女结婚，带有贬义，涉及对女性贞洁的负面评价。
ntai,低俗色情,粗俗词汇，可能是对性器官的隐晦表达或侮辱性用语。
ntaik,低俗色情,侮辱性词汇，意为'粪便'，在印尼语中具有冒犯性。
ntod,低俗色情,粗俗的表达，用于发泄情绪或侮辱，违背当地道德规范。
nutupin&tytyd&saat&lagi&eek,低俗色情,隐晦地描述涉及隐私部位和排泄行为的低俗内容
nyamaha&bitches,低俗色情,侮辱性词汇，含有对女性的不雅称呼
nyedot&tebal&merekah,低俗色情,暗示性行为的粗俗描述
nyemburin&pejuh,低俗色情,指射精的粗俗表达。
nyenggol&bokong,低俗色情,碰触臀部，暗示性骚扰行为
nyepong,低俗色情,指口交的粗俗表达。
nyepong&kontol,低俗色情,指涉及男性生殖器的露骨性行为
nyepongin&kontol&kuda,低俗色情,描述与马相关的露骨性行为
nyet,低俗色情,一种侮辱性称呼，具有冒犯性
nyet&idiot,低俗色情,侮辱性词汇，含有粗俗和冒犯性含义
nyewa&pecun,低俗色情,指代租用性工作者的行为
nyosor&mulut&peluk,低俗色情,描述未经同意的亲密接触行为。
nyumpel&silikon&buat&nafsu&laki,低俗色情,涉及身体改造和性欲的低俗表达，带有侮辱性质
nyusu&tetek&remas&mndesah,低俗色情,涉及哺乳、胸部、揉捏和呻吟等露骨性内容的词语
nyusuin&pacar&janda&seksi,低俗色情,描述与成年女性相关的色情情节
obama&sucking&iranian&dick,低俗色情,侮辱性地暗示某人从事性行为，包含露骨性内容
obamas&butt&boy,低俗色情,侮辱性词汇，暗指与性相关的贬低性称呼。
obat&pembesar&alat&vital,低俗色情,性功能增强药物
obat&pembesar&penis,低俗色情,与男性性器官增大相关的药物宣传内容
ofersex&jangan&pamer&badan,低俗色情,涉及性行为过度和炫耀身体的性暗示内容
oh&shit,低俗色情,粗俗的英语表达，带有侮辱或不雅含义。
om&sepong&kontol,低俗色情,涉及性行为的低俗词汇，具有露骨性暗示。
omonganmu&busuk&kotoran,低俗色情,你的话是垃圾、粪便，用于侮辱他人的不雅词汇
one&night&stand,低俗色情,指一次性的性关系，通常带有不道德或不负责任的含义。
op&memek,低俗色情,指淫秽视频或色情内容
open&bo,低俗色情,指提供性服务的黑话，通常用于线上招揽客户。
open&redtube,低俗色情,访问色情网站的行为
open&vcs,低俗色情,指代提供虚拟色情服务的行为
openbo&bisyar&bispak,低俗色情,指代提供性服务的行为或相关术语。
openbo&cewekbokingan,低俗色情,涉及性交易或暗示性服务的词汇。
operasirt&tetek,低俗色情,提到女性胸部手术的性暗示内容
oplas&kelamin&sama&tetek,低俗色情,涉及性器官的露骨性内容，意为免费进行性别器官和乳房整形手术。
oprah&faggot,低俗色情,使用侮辱性词汇'faggot'，对特定人群进行低俗侮辱。
oprasi&bahan&plastik&ember,低俗色情,讽刺他人整形手术使用廉价材料
oral&anal&bdsm,低俗色情,描述具体性行为方式的词汇。
oral&anal&bdsm&cum&cif,低俗色情,涉及性行为和性器官的露骨描述或暗示
orang&bisu&romen,低俗色情,暗指身体接触或性行为，涉及不雅内容
org&tua&asu,低俗色情,侮辱性词汇，'Asu'在印尼语中意为狗，常用作骂人的话。
organ&kewatian&asli,低俗色情,质疑女性生殖器官的真实性，涉及性别和身体羞辱。
otak&babi,低俗色情,侮辱性词汇，意为‘猪脑’，用以贬低他人智力。
otak&bapak&kamu&waktu&menyodomi&emak&kamu,低俗色情,涉及家庭成员的露骨性描述。
otak&berak,低俗色情,粗俗表达，意为‘大脑像排泄物’，用于侮辱他人智力。
otak&bercampur&nanah,低俗色情,侮辱性地形容他人脑袋被脓液污染，带有不雅和侮辱性质。
otak&kotoran,低俗色情,意为“脑子是粪便”，是一种侮辱性表达。
otak&lo&ada&di&ujung&pantat,低俗色情,字面意思是‘你的脑子在屁股尖上’，是一种侮辱性、不雅的表达。
otak&penuh&tai,低俗色情,粗俗表达，意为脑袋里充满粪便
otakkk&tolooolll,低俗色情,侮辱性词汇，意为‘愚蠢的大脑’
otaknya&sama&di&pantat,低俗色情,侮辱性地将人的智力与身体部位（臀部）联系起来，具有低俗性质。
otong,低俗色情,低俗性暗示词汇，通常指男性生殖器。
otong&bangun,低俗色情,男性生殖器勃起的隐晦表达
p&nt&t&nya,低俗色情,隐晦指代性器官的低俗表达
p3r3k&gerwani&kuda&wowok,低俗色情,涉及性暗示或淫秽内容的词组
p___y&groping,低俗色情,指代性器官并涉及猥亵行为的词组
pagla&choda,低俗色情,粗俗词汇，意为‘疯狂性交’
paha&berbuka,低俗色情,隐喻性行为或性暗示
paha&bergajulan,低俗色情,松垮的大腿，带有低俗和露骨的性暗示
paha&bokong,低俗色情,描述身体部位（大腿和臀部）的词语，带有露骨性质。
paha&bokong&badan&cowok&tidak&ada&ke&cwean,低俗色情,对他人身体特征的低俗描述和贬低
paha&bokongnya&benjol,低俗色情,嘲讽某人身体部位（大腿和臀部）有异常突起，带有侮辱性意味
paha&cewek&pantat&cewek,低俗色情,描述女性大腿和臀部，带有性暗示的内容
paha&jendol,低俗色情,指大腿和凸起部位，暗示性内容
paha&kumuh,低俗色情,形容某人身体部位肮脏，带有侮辱性含义
paha&nya&begitu,低俗色情,带有性暗示的描述，指代女性身体部位
paha&nya&rebing&blender,低俗色情,对某人身体部位（大腿）的贬低和嘲讽，带有侮辱性描述。
paha&nya&seperti&paha&ayam&ditaburi&coklat&seres,低俗色情,隐晦地描述身体部位并进行性暗示
paha&pantat,低俗色情,大腿和臀部，涉及对他人身体部位的不恰当评论
paha&pantatyh,低俗色情,指代女性身体部位的大腿和臀部，带有性暗示的低俗描述
paha&patay&besar&sekali,低俗色情,对女性大腿和身体部位的露骨描述，带有性暗示的内容
paha&samping&ngejendol,低俗色情,描述身体部位（大腿）突出或性化的形态，具有露骨性内容。
pahak&balon,低俗色情,暗指女性身体部位，带有性暗示的低俗表达
pahanya&bokongnya,低俗色情,描述身体部位（大腿和臀部）的词语，带有性暗示的语境。
pahanya&kendor&tetek,低俗色情,对身体部位（如大腿和胸部）的不雅描述和评论
pahanya&tampak&lakik,低俗色情,对女性身体部位的低俗评价
pakai&baju&renang,低俗色情,提及穿泳衣，可能带有性暗示或不雅描述
pakai&bikini,低俗色情,提到穿着比基尼并对身体部位进行露骨描述。
pakai&bikini&klihatan,低俗色情,穿比基尼并暴露身体部位的描述
pakai&kontolku,低俗色情,指使用男性生殖器，具有淫秽含义
pakai&lidah,低俗色情,暗示性行为的淫秽表达。
pakai&silikon,低俗色情,暗指女性通过手术或植入物改变胸部外观
pakaian&bikini,低俗色情,穿着比基尼，可能被认为不符合印尼的道德和文化规范
pakaian&mini&berbikini,低俗色情,穿着暴露的衣物，如迷你裙和比基尼，违背了伊斯兰价值观和当地道德规范。
pake&terong,低俗色情,暗示使用蔬菜（茄子）进行性行为的低俗表达
pamer&belahan&dada,低俗色情,描述女性穿着暴露，展示胸部，具有低俗性质。
pamer&bokong,低俗色情,炫耀臀部，具有露骨性暗示的内容
pamer&jembut&lebat,低俗色情,炫耀浓密的阴毛，具有露骨性暗示的内容
pamer&keseksian,低俗色情,炫耀性感，暗指挑逗性行为或身体展示
pamer&kontol,低俗色情,炫耀男性生殖器的行为
pamer&kontol&besar,低俗色情,炫耀男性生殖器官的大小，具有露骨性暗示
pamer&paha,低俗色情,炫耀大腿，带有性暗示的内容
pamer&payudara,低俗色情,展示胸部，具有露骨性暗示
pamer&payudara&paha&putihnya,低俗色情,描述女性在宗教场所暴露身体部位的低俗性内容。
pamer&susu,低俗色情,炫耀乳房，具有露骨性暗示的内容
pamer&tetek,低俗色情,炫耀胸部，含有露骨性暗示的低俗表达
pamerin&susunya,低俗色情,炫耀乳房，带有露骨性暗示的内容
pamerin&tetek&palsu,低俗色情,炫耀假胸，带有低俗和性暗示的内容
pamerkan&auratnya,低俗色情,展示身体隐私部位，违背当地道德规范
panggil2&kunti,低俗色情,kunti是印尼文化中对女性鬼魂的侮辱性称呼，可能被用作贬低或侮辱他人。
panlok,低俗色情,与本地性交易相关的俚语。
panlok&sange,低俗色情,指性欲或性暗示行为，属于淫秽内容。
pantanya&tidak&mulus,低俗色情,描述身体部位（臀部）不光滑的露骨性表述
pantat,低俗色情,印尼语中粗俗的词汇，意为臀部或带有侮辱性的用法。
pantat&balita,低俗色情,提到未成年人的臀部，具有淫秽和不道德的含义
pantat&benjol,低俗色情,凸起的臀部，具有露骨性和低俗含义
pantat&benjol&benjol,低俗色情,指臀部及其异常状态，带有性暗示的低俗表达
pantat&benjol&jalanan&berlubang,低俗色情,以不雅方式描述臀部，带有低俗和露骨性内容
pantat&ber&jeruji,低俗色情,描述身体部位并带有性暗示的词组
pantat&bokong,低俗色情,指身体的隐私部位，具有露骨性和不雅性质的词汇
pantat&bongan,低俗色情,指代身体的隐私部位，具有低俗和性暗示的含义
pantat&buatan,低俗色情,假臀部，涉及对身体部位的露骨描述
pantat&cewek&bergelombang,低俗色情,描述女性臀部外观的低俗语言
pantat&cowok&kuli,低俗色情,将男性身体部位与职业进行低俗比较，具有侮辱性。
pantat&dan&pahanya,低俗色情,涉及身体部位（臀部和大腿）的不雅描述
pantat&di&toel2in,低俗色情,描述触碰臀部的行为，涉及性骚扰内容。
pantat&garis&daleman,低俗色情,描述身体部位和内衣的细节，具有露骨性内容
pantat&grinjel&grinjel,低俗色情,描述身体部位（臀部）及其形状的露骨性表述
pantat&guru,低俗色情,指老师的臀部，具有露骨性和不尊重的含义。
pantat&kamu&seperti&jalan&belum&di&asli&tapi&palsu,低俗色情,嘲讽他人身体部位的侮辱性表达。
pantat&lemak,低俗色情,涉及身体部位和脂肪的露骨描述
pantat&lubang&memek,低俗色情,涉及身体隐私部位的低俗描述
pantat&nya&bergelambir&belang&nya,低俗色情,对身体部位的露骨描述和贬低，涉及不雅内容。
pantat&nya&bnyak&lemak,低俗色情,对他人身体部位的负面评论，涉及侮辱性语言
pantat&nya&seperti&tidak&pas,低俗色情,评论他人臀部外貌，带有露骨性内容
pantat&open&bo,低俗色情,Pantat意为臀部，Open BO是暗示性交易的黑话。
pantat&oplas,低俗色情,指责他人整形手术后的身体部位，带有侮辱性意味。
pantat&paha,低俗色情,指身体的敏感部位，具有露骨性内容
pantat&paha&gajlukan,低俗色情,嘲笑他人身体部位（臀部和大腿）的不自然外观
pantat&paha&porno,低俗色情,涉及身体部位的露骨性描述以及色情内容
pantat&pahanya&aneh&sekali,低俗色情,贬低他人身体部位的词组，含有露骨性内容
pantat&palsu,低俗色情,假臀部，带有低俗和侮辱性的性暗示。
pantat&panci,低俗色情,侮辱性词汇，意为锅底屁股，用于嘲讽他人外貌。
pantat&pangkal&paha&atas,低俗色情,讨论臀部和大腿根部的敏感词汇，具有露骨性内容
pantat&remas&tetek,低俗色情,涉及身体敏感部位的露骨性描述，违反当地道德规范
pantat&silikon,低俗色情,涉及身体部位和人工填充物的露骨描述
pantat&tepak,低俗色情,描述拍打臀部的行为，具有低俗和性暗示性质。
pantat&tidak&besar,低俗色情,对身体部位（臀部）的露骨描述，带有性暗示的语境
pantat&tititnya,低俗色情,分别指臀部和男性生殖器的粗俗表达
pantat&wanita,低俗色情,女性臀部，涉及露骨性描述
pantatlu&pahalu,低俗色情,对身体部位（臀部和大腿）的低俗称呼
pantatnya&benjolan&lemak,低俗色情,对身体部位的露骨描述，可能引发不适或违背道德规范。
pantatnya&burik&berkerut,低俗色情,描述身体部位（臀部）并使用贬低性词汇，具有低俗性质。
pantatnya&kaya&suntik&silikon,低俗色情,描述身体部位（屁股）与硅胶注射相关的低俗性内容
pantatnya&selangkanya,低俗色情,指代人体隐私部位的词语，具有露骨性内容
pantegane,低俗色情,一种粗俗的侮辱性词汇，可能带有性暗示或侮辱意味。
pantek,低俗色情,一种粗俗的侮辱性词汇，具有性暗示或冒犯性含义。
panu&r&channel,低俗色情,可能具有性暗示的词汇，涉及低俗内容
pap&nenen,低俗色情,指分享女性胸部的照片，具有性暗示意味。
pap&tete,低俗色情,指分享裸露胸部照片的行为，属于露骨性内容
partai&kumpulan&selangkangan,低俗色情,将政党名称与性暗示词汇联系在一起，具有侮辱性和低俗性质。
partai&pelacur,低俗色情,将政党比喻为妓女，具有侮辱性和低俗性。
partner&seks,低俗色情,性伴侣的含义，具有色情暗示。
pas&dibuka&isinya&titit,低俗色情,描述性器官的露骨语言，具有淫秽性质
pascolmania&cocktribute,低俗色情,色情术语，指与性行为或性器官相关的内容。
payu&dara&aneh,低俗色情,嘲笑他人胸部形状的侮辱性词组
payudara&baru,低俗色情,以嘲讽语气提及女性身体部位，具有性暗示和低俗意味。
payudara&besar&kecil&kempis&silikon,低俗色情,讨论女性乳房大小、形状及硅胶植入的低俗内容
payudara&blowjob,低俗色情,涉及女性身体部位和性行为的低俗词汇
payudara&blowjob&horny,低俗色情,描述性行为和性欲的低俗词汇
payudara&blowjob&porno,低俗色情,涉及色情内容和性行为的词汇
payudara&digedein,低俗色情,乳房被增大，涉及露骨性内容
payudara&mengunakan&silikon,低俗色情,描述女性胸部及其通过手术或注射改变的内容
payudara&nimbul,低俗色情,评论女性身体部位（乳房）并带有不恰当的描述
payudara&palsu,低俗色情,侮辱性地指责某人胸部是假的
payudara&pentil,低俗色情,描述女性身体部位的淫秽词汇
payudara&pentil&payudara,低俗色情,讨论女性胸部及乳头的露骨性内容
payudara&penyet&sebelah,低俗色情,侮辱性地评论女性身体部位，涉及低俗和性暗示内容。
payudara&tetek&puting,低俗色情,描述女性身体部位的淫秽词汇
payudara&tidak&simetris,低俗色情,对女性胸部形状进行不恰当评论，带有侮辱性和低俗意味。
payudara&yang&besar&tapi&palsu,低俗色情,针对胸部大小及真实性进行侮辱的表达
payudaraku&di&remas&remas,低俗色情,涉及对女性身体部位的性化行为描述
payudaramontok,低俗色情,丰满的胸部的意思
payudaramontok&cewekmontok,低俗色情,描述女性身体特征的淫秽词汇。
pecah&perawan,低俗色情,指失去处女之身，具有露骨性暗示
pecah&perawan&dosen&gila,低俗色情,描述失去处女身份的行为以及涉及教师的不当性行为
pecahperawan,低俗色情,指代与处女相关的性行为，具有低俗和色情含义。
pecinta&lubang&anus,低俗色情,侮辱性地指代同性恋者，带有性暗示的低俗表达。
pecuh,低俗色情,低俗词汇，与性行为相关。
pecun,低俗色情,侮辱性词汇，暗指性工作者或不正派的女性。
pecun&amp&g,低俗色情,一种侮辱性词汇，可能带有性别歧视或低俗含义
pecun&open&bo,低俗色情,与性工作者和性交易相关的词语
pecun&pecandu&narkoba,低俗色情,侮辱性词汇，分别指性工作者和毒品成瘾者，用于攻击他人或其家人。
pecun-dang,低俗色情,一种侮辱性词汇，暗指性工作者或具有淫秽含义的贬低称呼。
pedagang&lendir&selangkangan,低俗色情,低俗词汇，暗指从事性交易的人。
pegang&gel&silicon,低俗色情,暗示触摸或与性相关的行为，可能涉及性暗示内容
pegang&susu,低俗色情,具有性暗示的词组，可能指代女性身体部位。
pegang&tetek,低俗色情,指触碰女性胸部的行为，具有露骨性和低俗性。
peju&malam,低俗色情,隐晦指代精液的词语
pejuh&memek,低俗色情,分别指男性生殖器官和女性生殖器官的粗俗称呼
pejuhmu&mekimu&kenthu,低俗色情,低俗、淫秽词汇，涉及性器官和性行为的侮辱性表达。
pekerja&cocot&komersial,低俗色情,暗指性工作者的侮辱性词汇
pelacur,低俗色情,妓女，用于侮辱他人并带有低俗含义。
pelacur&belia,低俗色情,未成年妓女
pelacur&kemaluan,低俗色情,侮辱性词汇'妓女'和涉及生殖器的露骨性内容。
pelacur&murah,低俗色情,意为'廉价妓女'，是一种侮辱性和低俗的表达。
pelacur&murahan,低俗色情,廉价妓女，用于侮辱他人品行的词语
pelacur&pelacur&cem&firja&kak&ema,低俗色情,侮辱性地称呼某人为妓女，带有性别歧视和侮辱意味。
