tweet	label
Biyyi walitti bu'iinsaan tokkoffaa baate hinjirtu . Lolaan tadiigamte malee . #Ethiopianis araara buusu qabdi . Tahuu baannan garuu hala kanarra hamaatti cehaa jirti.	Normal
Kanneen har’a PP nafxanyaaf dibbee reebaa Jiruuf gurra kennuu hinqabnu . Dogoggora kaleessa uumaniifuu waggaa 30 boodatti nudeebisani . Har’as olola rakasaaf bulanii namoota qabsoo hidhannotti cichanii furgaasaa jiran gorsuuf kurkuru . #Zip3Y’s	Hate
Yeroon kun keenna diina keenna Kan biyya keenna diiguuf halkanii guyyaa dhama'u cichinee qabsoofnee dhabamsiifna birmadummaa biyya keenyaa mirkaneessuuf woreegama kamuu ni kafala hin shakkinaa Galmi badhaadhinaa ni milksa'a!!	Normal
Breaking: Wara anni Tigraay (#TDF) #DebreTaborUniversity dabalatee Magaaloota Naannoo Ama araa baay'ee too'acha a jiraachuu beeksiseera! URL	Hate
ODUU SIMBIRTUU INJIFANOO WBO lixaa fi lixa shaggar oduu URL	Normal
Oromoo diina kee ka amma si ajjeesa jiru odoo argitu hin sobaminif.Taayye Dandaa ifaaf ifat sit hime jira ummanni baldhaan FB fi Tweeter itti hin fayyadamu jedhee kaadroota OPDO-PP fi waan barreese ilalaa Ummataafi odoo hin taane worra angoo qabaniif yaaddaye.Sii hin oltu jedhiin URL	Hate
@USER Jaaru oddu soba siti katte hin jilbifatti sii cina jira . Halabatii antimoney laundry baayete jira eru kana enyuuf akka lanuu dhabne	Normal
@USER Sidaamni foon dheedhii nyaatte otoo heexoo hin dhugin deemtu maal irratti mul’ata?	Normal
Nafxanyaan ardhas diina oromooti kaleessas diina oromooti Boris diina oromooti jedhee haceen.Tplf nagnyasnis tokkuma.bara siif dabde kan abbaa Kee ajjeese wajjiin nyaadhu bars siif dabate gumaa saree keetii baafadhu oromoo . URL	Hate
#WBOti makamuun itti fufa! Hojii dansa! Qaawwa duuchaa diina haleela!	Hate
"Lal . 4:13""Mootii dulloomaa fi gowwaa isa gorsa namaa hin fudhanne mannaa mucaa hiyyeessa ogummaa qabu wayya"""	Normal
Hirmaannaa hoo'aa ta'een Godina shawaa kibba lixaa Magaalaa walisootti dhaadannoo Tplf fi Wayyaaneen diina oromooti jechuudhaan dhaadannoo keenyaan ibsineerra . URL	Hate
Yaa shira PP!! Ajejaa WBO Konyaa Gujii Lixaa _ Jaal Rabbirraa waliin Marii . - URL URL	Hate
Hir'inni kun sababii nyaanni rabsamu dhabameef osoo hintaane mootummaa Itoophiyaatu daandiiwwan lafaafiqilleensaa ittiin seenamu danquu isaatiin jedhu hoggantuunkun.URL	Normal
Ijoolleen Abbaa Caalii Giddu Gala Oromiyaatti diina albaasanii hidhannoo irraa hiikkatanii jiru! URL	Hate
ODUU INJIFANNOO Irreef gachanna uummataa oromoo kan ta'ee Warannii Bilisummaa Oromoo injifannoo ajiiba dalgaa jiraa . Haalumaa kanan WBO kaaba lixaa shaggar keessa socho'uu diina bahaf gala ishii dhorkee jiraa . Waraannii PP s abdii kutachaa jiraachun beekamadha . WBO'n sobee bee URL	Hate
Tokkummaa keenyaan wardiyaa biyy Keenya taanee diina uummataa oromoo fi itoophiyaa balleessina jedhu uummanni aanaa burqaa dhintuu araddaa kurfaa galma URL	Hate
Obbo Getachoo Raddaa turtii Kello Media waliin taasisan ummata Oromoo kan fixaa turee TPLF: URL	Hate
Gaarummaan namoota garii biratti akka qaama jireenyaati osoma ofii rakkoo keessa jiruu kan namaatiif furmaata barbaada . Kun kennaa Rabbiin namaaf arjoomu URL	Normal
Ilma hiyyeessaa kan hojii humnaa hojjetee maatii isaa jiraachisu manaa butanii ajjeesanii bishaan biratti erga gatanii booda maatin akka reeffa isaa mucaa isaa hin hawwaallanne dhorkuun seeraanis seenaanis nama gaafachiisa . Loltuun @USER safuu hin beektu . R.I.P.	Hate
#Oromoo: Ani ofiikoof iyyuu gadda irran bu’e ijoollee #Battee_Urgeessaa namni quba qabu jiraa laata? Abbaa ijoollee 3 ti dhimma saba kanaaf jedhee tu dalagaa kan isaa itti dhiisee qabsootti seene . Jaal #Dawud huggura jala jira eenyu tu ijoollee #Battee quba qaba maaloo?	Normal
@USER Yoomillee abdii keenya imaana keenyas bateera wbon .	Normal
@USER Kana inan jedhu . Isaani durba duudaa ishee waansana hin qammafne qofaatu deema jechaa jiruum .	Normal
Wayyaaneen Dararaa ilmaan Itiyoophiyaa irratti raawwate yoomiyyuu taanaan dhala Itoophiyaa keessaa hin bahu . Sababiin isaa: ajeesaa Qeensa irraa buqqisaa jiraa awwaaluu fi jiraa ibidda itti keessee gubuun luka lamaan konkolaatatti fattaaftee hidhuun ajeesaa turte.	Hate
Beekaan doofummaa wallaalaatiin Gootni sodaa gadheetiin kaayyoo isaa irraa hin maqu . Oromummaan kennaa Waaqaati ofi ta'uun mallattoo Qaroomaati . #I'mOROMOOFIRST4EVER#	Normal
@USER Jarrii hattuu qaanii hiqabne dha . Seenaa hatu jecha hatu aadaa hatu duudhaa hatu biyya hatu lafa hatu waan hatan hundaatti qaanii hiqabani . Hattuu irraa hiree keenya haamurteeffanuu.	Hate
Madaalli Waggaa tiin bara kana sadarkaa 2ffaa rawwii hojiin Bahuun Badhaasa Geebaa fi Waraqaa Beekkamtii Argachuu keenyaan baayee Gamadnee jira.WMQBIG Arsii URL	Normal
Ajjeefamun biyya abbaa keenya baqachuun hidhaatti dararamuun Dinagdeen gadqabamuun . hundinuu ni hafa nuufis barri inuma dhufa.Dukkanni har'a kun ni ifa!Garbummaan har'a kun ni hafa Bilisummaatti yeroon//barri jiraannu ni dhufa.	Normal
Walitti hodhaniif qofa Jirbiin kophee ta'aareeFaltii tortore keessaaNadhiin dammaa ba'aaree.Hin addaannee addeessuHin fakkaannee fakkeessuDhugaadhaan 'shira' jedhuDu'aadhaan jira jedhu!	Normal
@USER Baayyee galata guddaa argadhu! Nama jabaa keenya . Hojii boonsaa dalagaa jirta abdii oromoo ti ati . Bakka guddaa teessoo guddaa siif kenname dhiiftee hanga ummatni koo boquusaa oli hinqabannetti sirna nama nyaataaf hin hojjedhu jechuu keefis galata qabda.	Normal
Mareen Bilxiginnaa fi waa'illan Bilxiginnaan karoorfamee raawwatamu nagaa fi tasgabbii biyyaaf hin fidu . Humnoonni kanneen madda rakkoo amma biyyattiin keessa jirtuu waan ta'aniif madda furmaataa ta'uu hin danda'an!#Oromia #Ethiopia	Hate
Target Abbaa torbee keessa galteetti waanti raatuu fi ergamtuun kun URL	Abuse
Raatuu fi Joonjee Oromoo rabbii isiin isiin haafixu.Guyyaa tokkoof video kana olkaawwanneerraa . URL	Abuse
- Hiree uummata Oromoo kan murteessu uummataumaOromoo mataa isaati malee anatu siif beeka karaa kanadeemtu malee ’ kan nuun jedhuu fi kan afaan qawweetin nudoorsisuu barbaadu har’as borus yoomillee uummannikeenya fudhachuuf qophii miti! - Jagnaa fi Hayyuu siyaasaa URL	Hate
Yaa RABBI Khatimaa Nu Tolchi Guyyaa Dhumaa San URL	Normal
Ibsa Ajajoota ABO fi WBO - Marroo Dirriba Lammeessaafi Gammachuu Abbooyyee URL	Normal
Dubartonni Oromiyaa Safuu qabdi Garuu zamana #bilxiginnaa kana Diraamaa hin jirreetu waraana mootummaa abbaa irreetiin godhamaa jira.WBO malee falli Oromiyaa akka hin jirree beeku qabdu Kana malees warri sookoo fi soorgoo baasuu hin dandeenye amma baraa URL	Hate
@USER Baqee.Baga dhalatte.Abbaa sodaa hin qabne.	Normal
@USER Baga . amma anamoo warra addabaabaayiirratti luka banan saantu baalageedha? Silaa maqaankoo hin toluuf malee	Hate
Arsii Bakka addaa #Hebannoo jedhamuttis Waraanni Bilisummaa Oromoo WBOn diina adabe jira.Injifannoon Uummata Oromoof	Hate
Hooggantuun dhaaba misooma sadarkaa addunyaa kan Yunaayitid Isteetis Samaantaa Paawer haleellaan TPLF walitti bu’iinsa kanaa fi dararaa uummata Itiyoopiyaa yeroo isaa dheeressa jechuun ergaa twitter maxxansaniin beeksisaniiru.URL	Normal
@USER Dhugaa dha garuu amala fakkeessuu nafxanyicha Abiy ibsuu barbaadeen.	Abuse
"#Jawar""Ijoollee Sabiyyii Xixiqqoo diina duradhaabbattee Wareegamte Sanaan anigaraararummaa tokkollee hin qabu.""Jawar Mohammed"	Normal
@USER fb irraati of muldhisuf oso taane hidhatan /hidhachisani diina buqisutu fala	Hate
Gaaffii fi Deebbii Ajajoota Ol’aanoo ABO-WBO Jaal Marroo Dirribaa fi Jaal Gammachuu Abbooyyee URL	Normal
@USER Xurii nafxanyoota tana faa qulqulleessu qabna	Hate
Oromoo hindhamaasinaa warra pp Akkamitti bara bahu jennaan: Moofaa ofii hodhatanii doofaa ofii gorfatanii jedhama.	Hate
@USER meeshaan waraana nama hin moosiftuu bar sammuu moo'ataa qabaachuutu caalaa	Normal
MDhO:Hagayyaa 24/2021 Weerara Lafaa fi lola Oromoo Karrayyuurratti labsame URL via @USER	Hate
Jarana ammas gubuurra jirraa? Meshaa diina gombifne irraa fudhanne yoom itti fayyadamu jalqabna? Humni humna hora power begets power . Guburraa gara fayyadamutti yaa ceenu . #Oromo #Oromiyaa #Oromia #Ethiopia URL	Hate
@USER Ani of wallaaltuu akka kees miti . Ati sila Amaara of hin goonee yoomitti gadhooftuu ammara jala eegee raaftu taate? Well ati Amaara miti yoo ta'emmoo Amaara fi Iritiraa jala udduu dhiquu maaliif sibarbaachise mee? Maaliif Oromoota warra bosonaa fi mana hidhaa sana jibbita akkasi?	Abuse
Oromoo yoo bakka lamatti ajjeesuu barbaadan dura #HAO bakka lolaatti geessuun yeroo ajjeessisan dhagaa tokkoon simbira lama kan jedhu hiika qaba #Oromiyaa eega jedhanii waan amananiif dursanii achitti bobbaasanii ajjeesaa jiru! #Qeerroon dammaqe #WBO cina jira!	Hate
Rakkoo walxaxaa Itoophiyaa fi Fuuldura ishee URL via @USER	Normal
@USER Siif qofa harma hodhaa Nafxanyaa heeyyamna . Hin rakkatin bada bukkee! Tortoraa haadha aw.	Abuse
Shaneen ummata irraa dhalattetti diina taatee Wayyaanneetti kan firoomte har'a miti.URL URL	Hate
@USER Nama akkakee ani Oromoodha jechaa maaliif diina Oromoo arrabsitu jedhu caalaa kan guyyaan itti alkanaa'e argee hin beeku dhugaa.	Abuse
@USER maaliif bade? Olola jara ergamtuu San dhagaheetii?	Abuse
@USER Soba dhiisaa qabeenya namaas guubuu dhiisaa! Osoo jira jira jettaii uummanni Oromo Hiriira PPf bahaa? Maqaaf Jirra hin jedhiinaa dhugaafi haqaaf haatahu!	Hate
Baga jiratan ijoollee abbaa gadaa gadaan badhaadhinaa URL	Normal
Waraanni amma gaggeeffamaa jiru lafarratti humna Tigrayii fi Federalaa jidduutti ta'ullee waraanni guddaan garuu waraana ideology siyaasaa lama jidduutti gaggeeffamaa jiru ta'uu hubachuun dirqama.	Hate
@USER Du'ii ati diina kee waajjin . Maaluma taate? dhugaadha sabini keeyna miidhaa keessa jira garu US maal nuuf goot? Sirina duriin hinbarbaadnu! Namataane ofi dandeeyne karaa bu'uutu nuuf fala!	Normal
Galaan keenya dugda diina irra Hidhanoon keeyna mudhii diina irra jira jedhe Jaal MarroonLAAL W.B.O! URL	Normal
"@USER Maarree obbo abbaa dulaa waanuma isiin jettan Sanatuu ta'aa jiraam ""Le oromo hizb ke oneg yiliq hiwehat yiqerbewal"" maatu badeeree . #udaan wa'ii"	Abuse
Uumata dheedhii barabaraan hinbilchaanne kana maaluma goonuu?kaan isaaf qabsa'aa innii garruu kanbiraaf qabsa'aa ykn kanbiraaf qabsa'aa . URL	Hate
@USER Bada tortoraa nana hidhii jallaa gootee biyya kun yoo diigamte jalqaba Ummanni Oroomo Akka miidhamu wallalte moo? Bitamtu wayyanee . I never stand with terrorist group(tplf)	Abuse
#Waan_Dabaa Waraana Abiyyi Ahmed Keessatti Kaneen Argamaan ilmaan Minilik Naafx.Uummata Nagaa Uummata Tigiraay Irratti Haala Kanaan Yakka Daguuggaa Sanyii Labsaan #YouTube_Kana_Subscribe Godhaa Galatoomaa Jaallawaan URL	Hate
@USER Takaanfii Gara jabummaajuuntaa irratti fudhachuun dirqama	Hate
dhaamsa akkaan barbaachisaa kan namuu dhagayuu qabu haala yaroo fii heeg . URL via @USER	Normal
Oromoon ammas diina alaa caala diina keessaa galtuu fii gantuu of keessaa qulqulleessuurratti xiyyeeffachuu qaba . Kana gochuu baannaan qabsoo dhaabee diina jalatti buluuf harka kennachuu wayya . Galtuu fii gantuu gufuu qabsoo Bilisummaa Oromoo ti.	Abuse
Oduu Oowwituu August 25 2021 URL via @USER . Waan hayyoonni keenna hirriba itti dhabanii nubiraan gayan kana woliif qooduun dirqama lammummaati . URL	Normal
Jaal Ayyaantuu Bulchaa baga nagaan baate qaxalekoo URL	Normal
POWs message to the Ethiopian pplDhaamsa booji'amaa waraana abiy kan Sabaan Oromoo tahe dargaggoota oromootiif dhaamsa dabarseera.bilaashuma URL via @USER	Hate
Sababoonni duubatti hafiinsa Afriikaa maali?Deebii: Goolama Siyaasaa fi Raafama diinagdeeti.Mata dureen miidiyaa mootummaa rakkoo siyaasaa fi diinagdee ta'eera.	Normal
Ilaalcha siyaasatiin garaagarummaan jiraatuus dhimma biyyarratti tokkummaan dirqama.	Normal
Mooraan Oromoo banaadha eenyu illee keessaa gad nama dhiibuu hin danda'u! Kana jechuun badii balleesseef gaafatamuu hin qabu jechuu miti dubbii Dr . Milkeessaa kaasuu barbaadeetani baga nagaan dhufte hiccitii hafan baasi saaxili ta'etti saaxili ittiin godoo diinaa diignaa.	Hate
Ani har'as borus afaan kaleessa wayyaanee abaareen deebi'ee hin faarsu jarri diina Oromooti.Biyya koo sin jaaladha sinkabaja.	Hate
Naafxanyaan diina oromooti!Kaleessas diina oromooti! gara fuulduraas diina oromooti.100 waan gammachuu qabnu isinitti fakkaata?	Hate
Odaa TarbiiMaqaama isaatu diina maraachem jarana!	Normal
"#Guyyoo fi #Nageessaa ""Ati gantuudha fudhattaa? - Hin fudhadhu!Nageessaa si gussanii?-Nan gussine!Aangoo maa gadhiiste?_Obboleessaa koo hidhani!"" Haleeluyyaa"	Normal
Amaara wajjin dhaabatteebakkasitti ilmaan #Oromoo dhumaa jirti! Ofi xiqqeessitee maatiishee karaatti gattee salphina akkasiitiin awwaalchisaanii badaa jira.#OLA faanaa dhaabbadhaa #Gaachana keessaniidha . URL	Hate
j/n nagayaan jaalummaa haa duursu rakkoo qabsoon qabdu bu'aa bahii gaddaa fi gammachuu gufuu fi guufaata qabsoon qbdu hundarra aantanii injifannoo arra irra jirtan tana baga geeysan !!! nullee boonsitan galanni keeysan galma bilisumma haa tahu isiniin jechuun barbaada . Akkuma	Normal
Guyyaan hadhaa guyyaa itti Ameerkaas tahee deeggartoonni garee shororkeessaa mataa ummata Itiyoophiyaa gad qabuuf yaadaa turaniidha . Akka jarri yaade osoo hin taanee akka Ummanni Itiyoophiyaa rabbii wojjin jedhetu tahe! Abbaan dhugaa yoomillee injifataadha . URL	Hate
@USER Addunyaanu si beeyti akka ati shororkeessaa gudda taatee tplf fi abon shororkeessaa mitii	Abuse
@USER Jara woliin gadi bu’uu hinbarbaachisu.Qabsoo irrattii xiyyeefachootuu karaa . Ergamtooni diina ilmaani Oromoo irrattii duuluu malee qabisoo Oromoo gufachiisuufi qabisaayota/hayyoota Oromoo diina woliin irrattii duuluu malee waan birati hinjirtu waan ta’eef tuffachoo woyya.	Hate
@USER Isin lachuu OLA fi bilxiginnaannis tokkoma afuuftuu maqaa oromootin daldaltu . Bara hundaa gamaa gamaana dhabatanii akka waan diina walii tahetti oromoo burjaajessuuf olola kijibaa afuuftu . Hanga gaafa oromoon abbaa argatuuti itti taphadhaa.	Hate
@USER Imaanaa oromo galmaan isin gaha jettee fudhatte afaan diina buuftte lubbuu qeeroof qarree hunda cilee bishaan bue gootte amma akkamitti oromoof dhugaa ibsitta eenyus ol seenaan sigaafatta oromoon si ammane male abiy miti	Abuse
kanaa achi eennumma hoggantoota keenna doksaaOdaa TarbiiObbo Taayyeen waa'ee Odaa Tarbii baruuf torbaan tokko namoota torba olola dharaatiin maqaa balleessee jira . Odaan tarbii umrii kee torbaatamattuu hin bartu akka saree maraattee kaaniif kaan hin ciniin sin jedha.	Abuse
Barcuma aangoo sobaaFakkeessee kan irra taa'u Eenyullee dursee isumaKan komboleenii gaaga'u Nama fakkaatee taa'uusInni namaa miti barcuma Namummaaf hin yaaduYaaddoon isaa qochuma Barcuma irratti saseetiBarcumoomee haqa dhima Aangoon barcumaa mitiJa'ee eenyumaatu ittih URL	Abuse
@USER rakkoon keenya Shanee fi Hattuudha jedha . Ani kanin jedhu @USER ofuma isaan poolisitti harka kennachuun hattuu saaxiluu maa hin eegalu? Mee daldaltoota Simintoo (Dhaba Dabale Melaku Alebele Fiqaadu Tesema) daldaltoota Jipsami (Taye Dandea.) saaxili kaa . URL	Abuse
Boottii JilbaaJabaa maaltu jibbaa?Abbichuu kooTokkicha qixxeeNama dhibbaa Hin Shakkinu! Biyyi keenya rakkoo amma ishee mudate keessaa yeroo dhiyootti baatee Badhaadhina ishee ni mirkaneessiti . URL	Normal
Ummatni Itoophiyaa yeroo kamuu tumsa waaqa isa uumee fi eebba ergamaa Rabbii waan qabuuf diina isaatin hin moo'atamu ammas haqa waan qabnuuf Diinaa alaas tahee gantuu biyya keessallee yeroo gabaabaa keessatti ni moo'anna	Hate
Daldaltoota seeraan ala gatii meeshaalee dabalan juntaadhaan addatti baasnee hin ilaallu.Osoo hin hojjetin dhiiga ummata keenyaa xuuxaa waan jiranii f Juntaa caalaa diina keenya . Kabajamoo Obbo Abdujabbaar MohammadHogganaa waajjira paartii Badhaadhinaa Naannoo Hararii URL	Hate
Sodaachisoon Ameerikaan dhimma keessoo Itoophiyaa irratti godhaa jirtu ykn dubbachaa jirtu haacaaluu ummata adii ummata adunyaa kamiinuu biratti madaallii ykn kabaja qabaniif irraa akka isaan gadi off buusan taasise.	Hate
Guyyaa 28/08/2021 Konya Qellem wallaggaa Ona Jimmaa HorrooIrree fi gaachanni oromoo WBO n diina saba oromoo kan taatee pp daaraa godhee jira injifannoon goolabee jira.Waraana pp yoo xiqqate 60 ol daaraa godhee jira#OromoLiberationArmy URL	Hate
@USER Tole tortoraa fincaan Woyecha . Dhaqi harma Nafxanyaa hoodhi.	Abuse
Jaanjoowan akka Taaye Dandea faati dhaaba ummata Oromoo ka dhiiri akka Nadhii Gammadaa faati it woreegaman nurraa mulqani maati tokkoo kennu yaalan . Gadi galoon akka Araarsoo Biqilaa faati ammo galgala keessa diinati heerumani maqaa WBOttiin daldalu barbaadan . Doomaa isiniin jena URL	Abuse
Wayyaaneen ganna Oromoo #ibidda irra dhaabde . ajjeechaa buqqisuu hidhaa godaansa saamicha roorroo/tuffii.Wayyaaneen seenaan diina.	Hate
Godina oromoo walloo aanaa jilleedhummugaa kessatti shiftoonni affar ummata nagaha irratti duula baneen qotee bulaan kenya rakkoo cimtuu kessa jira makkalaakayan affar waliin tahuudhaan ummata midhaa jira	Hate
Qamaleen sanyii gadhee reeffa fira ofitti kolfiti . URL	Abuse
@USER Kuni garuu isa miti Jaal Abbaa qalaadii(Maammushee) dha.	Normal
".""Nagaa jechuun jiraachuu dhabuu wal-dhabbiimiti nageenyi dandeettii wal-dhabbii uumamukaraa nagaatiin furuuti.""(RonaldReagan)"	Normal
Etophiyyaan Lammilee maanaaHidhaa sudi Arabyyaa kesaaGuyatii namaa kudhanii olltuuDhumaa jiraa yokanii Aduniaa iraaBoqotaa jiraa nufii habirmatuu mitumaniiSagaalee nuu taa.aa utaa adraa adaraa URL	Normal
@USER Isin durumaayyuu hubattootadha diinaaf iddoo hin qabdan jabaadhaa diina abdii kutachiisaa wallaalaa keenyaa nuuf hubachiisaa.	Normal
Akka haacaaluu hundeessaa Kan lammii isaaf diiguuEessa arguu?	Normal
Qaalayiinsi jireenya lammiilee biyya keenyaa dararaa jira	Normal
#Abbichuun turtii Yuugandaafi Ruwaandaa xumuree Finfinnee galeera ! Baga nagaan dhufte ! URL	Normal
@USER Wojjin numiidhuu dhiiftee keessaa ba'uu keetiif galatoomii amma sirna tortoraa mililik kana erratti jabeessitee qabsaa'uu qabda	Hate
@USER Gantuu fi galtuun yoomuu diina Oromooti . Waa'ee isaanii kaasuu fuudhuu dabarsuu fi dhaggeefachuu yoo dhaabne ni miidhamnnaa? Hadaraa hinhodofiinaa . Ammoo nutuu hedduudhaa.	Hate
Nama dhukubsa!!Suuran arman gadii kun maqan isaa Dararaa Habtee Warqina jedhama.magala Bishoftujirata.Humni addaa polisii oromiyaa waraqa eenyumma isaa erga ilalanii booda gara wajjira polisi gessun Asidii itti naqanii bakka uummatni hin arginetti gatan!! URL URL	Hate
@USER Akkas wal hubachiisaa deemuun gaariidha harreen tokko garuu alaakee nu rakkisaa jira gidduu kan dafaa qoricha itti qotaa malee!	Abuse
@USER Qamar Amma lafee san qorqee nyaacha jira . Daldaltuu tortoraa jedhiin.	Abuse
Dararaa ijoolle teenya su’uud Arabiyaa irra gahaa jiru Keessatti lubbuu hiriyaa kooti dhabee jira . Obboleeyyan koo kanneen Rakkoo biyyaa isin baaste fi Ammas Rakkoo hamaa san keessa jirtan Wallaahi Namni waa namaaf hin godhu Garuu kaaliqni (Allah) kiyya isin bira haa jiratuu! URL	Normal
Rakkoo ijoollee Mana hidhaa Suudii URL via @USER	Normal
Waan beektu hunda jechuu osoo hin taane Waan jettu hunda beekuun dirqama.	Normal
Gocha Sukkanesa OPDO'n Bilxiginna #Abiy_Ahmed ilmaan Oromoo Irratti Raawwata Jirtu Akkuma Itti Fufteti Jira! Shagar Lixa Mogor kesati Aban Ijoole 3 Lubbun Darbe.Giddu Gala Oromiya Shagar Lixa Magalaa Moggor keessati Waraana Mootumma Abiyyi Ahmed'n Mana Hidhaati Bafamun Ajeffame . URL	Hate
@USER Who said so? Diina sobaa jechuufi? Kana taanaan ok.	Normal
Olola Taayyen Hafarsu Osoon Taaane Ergaa Jaal Marroon Dabarsu Qofa Dhagahaa!	Abuse
@USER Kaayyo fi sabboonumma oromoo wallalutu diinaf isaan ergachiisee garaaf buluun immoo daranu oromoo gansiise diina faana harkaa dhoofsiise Warri garaf buluu urgaa yoomi sabaa isaatif jiraate beeka namni oromo hin tollee haa dhabamu#FreeOromo#FreeOromiaUmmanni yoomu jiratadha	Hate
najaat hamza WBO shorarakeesa kan jedhaniif oromoofi akkasuma jafar yusu . URL via @USER . Shororkeessaan MOOTUMMAA ABBAA IRREE KA NAMICHA SAMMUU HIN QABNEEN Abiyoot Kaasaahuun HOGGANAMU malee bilisa baaftota Oromootiimi!!!!!! URL	Abuse
"@USER ""skilled thieve and land grabber"" refers to you and your party cadres @USER (former #OPDO) . Mana kee odoo hin qulqulleeffatiin kan namaa daboo baatee yaa abbaa garaa?"	Abuse
Meeshaaleen waraanaa ammayyaa #Turkey irraa argaman harka OLA galaa jira . URL	Hate
@USER Baxaxinaa kenyaa ohji saree tahuu mirkanesaa URL	Hate
@USER Yaa waraana wbo Sila jaarsa ta auu dhabe Abba ijoolle ta auu dhabe humna koo saba koo gabrumma irra baasuuf hinqusadhuYeroon hundu Nima dhufaa Kan akkana hindhufuYeroon diina oromo itti ruktan AmmaDhaamsi koo yero magaala qabatuuf deemtan Kan duubaas Eeggadha karatti hambisa	Hate
@USER Soba qabaa duraa beekaniituma jalatti galanii	Normal
#JaalMarroo maraachisa diina keessaa fi ala.	Normal
OPDO-PPn waan ummanii Oromoo adha keessa jiru du’afi hidhaa beela qeeyee isaa keessaa ariamu saamamu irrat akka hin xiyyeefane fi ka badii kana irrati gessaa jiru moottumma kana ta’u akka wollaalu WBOn diina kee ka kalee TPLF wojjiin firome jetee qoraafamti . Siti beekane jedha.	Hate
"@USER Dhugaaf dhaabbannaan haqaaf hojjannaan Waaqa tokichatti hirkannaan Rakkataa fi rakkattuuf yaannaan ""Milkaa'ina keessanirratti wanti gufuu tahu hin jiru . Garuu XURII FI WASAKHNI JUNTAA GABBISAA TURE HUNDI AMMALLEE ARDAAGUMA KEENYAA FI BOOROO KEENYA akka jiran beekuun qabna."	Hate
Namni aara qabu isa bilisummaa qabuudha(an angry man is a free man) jetti . Haala amma Oromoon keessa jirutti aara kan hin qabne garbicha garaa ufii ykn gowwaa fii wallaalaa malee way jiraa yaa jamaa?	Abuse
Akkam jirtan fayyaa itoophiyaanonni fuula durri ifaa abdadhaa . Garuu jaalala malee jibba dhiisaa . Wal mararfadhaa waliin jiraadhaa . Diina cabsaa daaraa nyaachisaa . Fageeysaa biyyarraa baasaa . Daangaa biyyaa waliin qulqulleessaa . Guddina biyyaa itti fufsiisaa.	Normal
#Shaneen diina oromooti . Oromoon hundi kanarratti dammaquu qaba!! Diasphoran oromoo waan oromiyaa keessatti shaneen hojjechaa jirtu quba qabaadha . Oromoon #Shaneedhan miidhama jira!! URL	Hate
@USER Guddadhu udduu saree dhungadhu . Jiraadhu udaan saree nyaadhu	Abuse
Yaa Rabbi Haqa moosisii Diina ummata #Oromoo hunda cacabsii irra nu aansi . #Oromiyaa nagaya nuu godhi . #Aammiin	Hate
Yeroon kun yeroo aangodhaaf bololan ykn lola ofirratti banan osoo hin taane yeroo gamtaan lolanii diina injifantani . Kanaaf warri aangof bololu qabsoo uummataa daddaaquu irraa of qusadhaan dhaamsa keenya . Kaleessas har’as gara fuula duraas #WBO n wabii sabaati	Hate
@USER Yeroon kun keessumaa yeroo humna tokkoon taanee diina keenya irratti duullu ta'uu qaba gafa sana immoo bilisummaan keenya akka ariifatuuf hundumti keenya gahee lamummaa fi itti gaafatamummaa seenaa gaarii hojjechuuf harka wal qabannee ka'uutu nurraa eegama.	Normal
"@USER Jabaadhu yaa koormeeko! Soobduun fi gantuun ni kasaartii . Gorsa kee :""Yeroon keessa jirru yerroo waliif qabsoofnu malee kan walirratti dullu miti . #OLA #Oromia #Oromo"" kan jeedhu kana kaninfuudhannee diina Oromooti . Qaanadhuuf deemu . Hatttuf gantuun in mo'aatu . IUOf."	Hate
Oromoon waldanda’uu qaba! Dogoggora kaleessatirraa barachuu qaba . Walkabajuu hirkoo waliif ta’uun waliif abboomamuu qaba . Wal galateeffachuu fi walitti boonuu qaba . Eeyyee! Oromoon jaalatee osoo hintaane dirqamee wal danda’uu qaba!	Normal
@USER Kan yeeroo kana Oromoo irrattii duulu diina Oromoo fi worroota Oromoo qooduufi ergaa diina fudhatani maqaa Oromooni garaa ufifi qofafi diina jala fiiganii dha.Oromooni eennu akka ta’ani waan beekuufi asi irrattii himuu hinbarbachisu.Woca jaraa dhiifine WBO wojjiin dhaabachoo qofa	Hate
Nama akka JAWAAR MOHAAMMAD Waggaa 4 keessatti beekumsaa fi naamusa qabsoo beekee tokkummaa sabaa eegee man’ee diinaa bittinneessun siyaasa Oromoo Finfinnee galche arguun ni ulfaata.Juma'aa gaariiJawar URL	Normal
#Gochaa #Shanee #saaxilla 6Aaddee Habtaamee Ittafaa Aanaa Ganjii (Wallagga) kan Abbaa manaa isaani Shaneen URL URL	Hate
oromoo diina kee fi fira adda baasii wal bira dhaabadhu ilaalaa fi ilaamee socho'i!	Normal
"Baalee Ona Gaasara/kolooba sa'adaa irraa mucaa waggaa 13 kan ta'ee ""Obbolleessi kee Waraanaa keessaa jira"" jechuun waraana garboomfataan guyyaa kaleessa qabamee yeroo ammaa mana hirirsaa aanichatii hiraarfamaa jira . URL"	Hate
"3 . Sodaa guddaa keessa jirti kan jedhu odeessa argadheen jira . Dhaamsi koo ""Abjuu sodaa hirriba malee hin bulan"" kan jedhudha . Ijoolleen haa leenjitu . Gara mooraa leenjiitti erga . Leenjistanis dhiistanis inuma kuftu waan ta'eef."	Hate
