id	tweet	label
train_swahili_04266	rais mstaafu benjamin mkapa akimshukuru na kutambua mchango wa msanifu designer wa kitab	Normal
train_swahili_04267	keki nyepesi laini ya manjano ya siagi iliyo na icing ya kuchemsha ya kawaida iliyotengenezwa kwa jadi kutoka kwa sukari iliyowaka 	Normal
train_swahili_04268	Kitu bora zaidi kilichopatikana kufikia sasa kilijaribu viyoto vingine 2 vya buluu na hiki kina ubora bora zaidi kwangu na kwa msikilizaji na pia kwa urahisi wa kutumia	Normal
train_swahili_04269	      wakati mwingine unapaswa kuzima kila raha na kupata ibada hiyo kuwa mbaya juu ya majembe matako  haya na kula   	Abuse
train_swahili_04270	 wasichana weusi wanachekesha sana kwanini huwezi kuongea kusoma na kuandika ni ya kusikitisha kupanda dick kufa ngumu shabiki rofl unanichukiza unarudisha nyuma	Abuse
train_swahili_04271	sisi wazungu rt   so juu mnajua chakula ya wakikuyu ni mbayaile mzuri ni ya akina nani	Hate
train_swahili_04272	   juma hamad omari mbunge wa jimbo la ole wilaya ya chakechake mkoa wa kusini pemba zanzibar kwa tiketi ya chama cha wa	Normal
train_swahili_04273	 shut up bitch inaonekana laini kama pussy	Abuse
train_swahili_04274	vipande vya yall vinataka dude nzuri lakini haviwezi kuwa halisi wakati wote kisha unataka kuwalaumu kwa majibu yao kwa bullshit yako kukua kutomba juu	Abuse
train_swahili_04275	sisi wa wajahkoyah tume ku bali na hatuja kufa life go on after election aise    	Normal
train_swahili_04276	habari asante kwa kuwasiliana nasi kupitia kurasa zetu maoni yako mazuri ya kuboresha huduma zetu yametufikia na tunayafanyia kazi	Normal
train_swahili_04277	lakini nilifikiria uigizaji wake ulikuwa na ustadi	Normal
train_swahili_04278	  muislamu Nyakundi  nakucheki hehe 	Hate
train_swahili_04279	hawa wakorino ata ukiwaona hapa madame wao ni naughty kuruka ni ka madame wakamba hehe	Hate
train_swahili_04280	ile tungeshinda ndio inakuwa free and fair woozyface  babatheth  uchaguzi mkuu Kenya   	Normal
train_swahili_04281	uko tayari mtombaji sababu nywele zangu zimelazwa wako  	Abuse
train_swahili_04282	wavinya ndeti   governor amechaguliwa   machako counti  kenyadecides   	Normal
train_swahili_04283	askari wa grest na mimi nikamwambia bitch yangu aachane nami sababu sijaenda kupendekeza    	Normal
train_swahili_04284	fuck wewe watoto ambao hutuma dudes kwa korti ya msaada wa watoto kwa sababu tu wewe ni mdogo	Abuse
train_swahili_04285	hii election imenifunza kitu moja  know when to give up  ikipita adek tatu wachana nayo kabisa	Normal
train_swahili_04286	abby haelewi jinsi alivyo mzuri bitch kichwa nusu wewe ni sawa juu ya trippin unajua watu kuwa droolin boutchu usicheze lmao	Abuse
train_swahili_04287	nyoka aina ya chatu ameingia katika gari la watalii kupitia magurudumu ya mbele ya gari hilo ambapo wageni waliokuwa wakitumia gari hilo wameonyesha kutokuwa na wasiwasi wowote soma zaidi gtgt	Normal
train_swahili_04288	yankees  astros  mccarthy amshinda keuchel katika fainali ya mfululizo 	Normal
train_swahili_04289	  picha au haikutokea au wewe ni bitch wa upande	Abuse
train_swahili_04290	thinkingfacethinkingfacethinkingfacezile opinion poll mlikua mmeweka jana kwani mlidelet 	Normal
train_swahili_04291	    savage wewe mlafi wa mboro benito nilidhani ni mimi tu	Abuse
train_swahili_04292	betting ina pande mbili kupata na kukosa kukata tamaa ni mwiko premier bet watu wanajipigia mpunga kimya mwamba	Normal
train_swahili_04293	  unamtapeli shoga jembe lililoteuliwa unashikilia tehgodclan hata hivyo 	Normal
train_swahili_04294	ilifafanuliwa vizuri	Normal
train_swahili_04295	  watoto wote wanazaliwa viboko kwa sababu wanatoka hospitalini katika maharagwe	Normal
train_swahili_04296	  anaweza kukaa karibu apendavyo nigguh kichwa mbaya 	Abuse
train_swahili_04297	  friendlyasshle ikiwa nina kitu cha kukuambia mgonjwa  wewe hadi wakati huo usijali kuhusu tweets zangu bitch	Normal
train_swahili_04298	kwa maneno mengine kiwango cha yaliyomo katika filamu hii inatosha kujaza filamu zingine kadhaa kwa urahisi	Normal
train_swahili_04299	waititu ni mjinga tsana smh	Abuse
train_swahili_04300	ukimya wa rais unanipa wasiwasi hata kulingana na katiba ni lazima rais aonekane  raphael wanjala	Normal
train_swahili_04301	kwani kuna crusad pale boma  uchaguzi mkuu Kenya	Normal
train_swahili_04302	viongoz hawa wawili wameweka kando itikadi za vyama vyao na wapo kwa masilahi ya taifa mh zitto kabwe na january	Normal
train_swahili_04303	 wakati huu tunahitaji kuumwa zaidi na kichwa kama ya peremende 	Abuse
train_swahili_04304	umelaaniwa msumari chini 	Normal
train_swahili_04305	hatuchezi    bitch hakuna kurudi nyuma	Abuse
train_swahili_04306	 jembe la kutombwa pussy la kichwa kichwani yeye sio kitu boo	Abuse
train_swahili_04307	  champagne karma ni mtoto usile chakula ambacho huwezi kuchukua   	Normal
train_swahili_04308	   ukurasa rasmi wa twitter wa jana ulifikisha wafuasi  wewe ni na bado hujaufuata basi ong	Normal
train_swahili_04309	mnajua nyie wasichana tatizo sio vijana wanakosa nguvu za kiume tatizo ni wasichana mnapita kweny mik	Normal
train_swahili_04310	back to back na hawa waluhya  wajinga wawili my bodyguards  mombasa	Hate
train_swahili_04311	 lmao kuzimu ndio  ninapenda kuumwa sana  amp bitches nene hupenda niggas mafuta	Abuse
train_swahili_04312	   ubongo  husababisha kiharusi  mishipa ya damu kuziba mishipa ya damu kupasuka ndani ya ubongo  kupoteza uwezo wa	Normal
train_swahili_04313	washenzi wa pwani kachagua mtu aliyepata dminus halafu wanakuja kutulilia shogah nyinyi kumamazenu endeni mkalie kwa choo jameni ujinga wenu sio mzigo wetu jipeni shughuli pictwittercomiopiepzlj	Hate
train_swahili_04314	chukia jembe la kutombwa pussy ambalo linadhani mahusiano ni ya msimu  comin ya msimu wa baridi ngoja nipate mpenzi  sauti bubu kama kuzimu 	Abuse
train_swahili_04315	amka rihanna haya ngoja nisubiri asap rocky asema so huyo ndo beb wako mzee	Normal
train_swahili_04316	thamani ya mauzo ya madini nje ya nchi iliongezeka kutoka usdmsawa na tzs bl  hadi kufikia usd blsawa na tzsbl	Normal
train_swahili_04317	wazungu wajinga wanaofanya machapisho yangu yahusishe maisha yao jinga  mjamaa honkie whitetrash blonde	Hate
train_swahili_04318	    justkarahn     y ingawa  jembe la kutombwa pussy kweli kweli    wewe dummy kuchukua picha	Abuse
train_swahili_04319	  wilnerness   jma kwa sababu outman ni mpya yankees na kwa sababu girardi hatatumia viboreshaji  wakati anaweza kutumia 	Normal
train_swahili_04320	na mimi niko nje    majembe la kutombwa pussy matako  haya yananipigania mtu   	Abuse
train_swahili_04321	wanahakikisha kuwa wana maonyesho haya ya ukweli yaliyopangwa kwa majembe la kutombwa pussy matako  yako hawatakuacha juu na kavu	Abuse
train_swahili_04322	  wanatupa    bitches zisizo na maana katika klabu   smfh 	Abuse
train_swahili_04323	  annnnadav nachukia takataka ya kutombwa za trela   	Abuse
train_swahili_04324	wajaluo wacheni hizo nazo mwashumbenajalastuesdayedition   	Normal
train_swahili_04325	kiswahili kigumupurukushaniahueniburundi kiswahili tunajitahidi sana ila bado kuna mengi hatuja yajuwa	Normal
train_swahili_04326	    yeyo  angalia bitch kichwa nusu yangu ya benz nimekuwa shit 	Abuse
train_swahili_04327	lakini filamu hii inaacha maoni ya kudumu	Normal
train_swahili_04328	juu basi jembe la kutombwa pussy linalotazama mbwa mwitu wa wall street	Abuse
train_swahili_04329	 siku zote kuna mmoja  hawajui kuwa wao ndio mbaya zaidi  msemaji wa takataka ya kutombwa ambaye hajaombwa 	Abuse
train_swahili_04330	mvua hii ilifanya wanawake wengi wazungumze punda wako  nigga anapaswa kutumia  ya mapato yake kwa kitoto       bruh pata majembe la kutombwa pussy matako  haya nje ya kutomba hapa	Abuse
train_swahili_04331	ghairi yule mjinga kama nino	Normal
train_swahili_04332	shida ni kwamba uandishi na kuelekeza hufanya iwezekani kuanzisha vitu	Normal
train_swahili_04333	lmaoooooooo rt  alinishusha kutoka nje fuck vibaya naye mimi ni mkamilifu kama pussy ya malaika	Abuse
train_swahili_04334	israeli inawafanya wanawake waislamu kubeba baji ya manjano kusali huko alaqsa	Abuse
train_swahili_04335	nilichapisha tu picha  uwanja wa yankee 	Normal
train_swahili_04336	 sion ni fagot meh ganks sana kabla ya  na baada ya  mizinga yake bado ni nzuri meh yeye ni tank tu hakuna kitu maalum cha mao mao 	Normal
train_swahili_04337	i dont fuck wit youuuuuuuu wewe lil mjinga punda kijinga	Abuse
train_swahili_04338	  pussy kama wasichana    jamani ni shoga yangu	Hate
train_swahili_04339	vya jubilee wembeniuleule mwache ujinga 	Hate
train_swahili_04340	client msisahahu mlisema after election 	Normal
train_swahili_04341	mkoba mpya wa khloee ambao tuliupaka rangi jana usiku    	Normal
train_swahili_04342	 yeye ndiye mjinga pekee aliyekaa mwaminifu    yeye mlinzi kaka	Abuse
train_swahili_04343	 mtu mmoja takataka ya kutombwa    ni hazina nyingine ya mans   	Abuse
train_swahili_04344	kama ni ngumu warudish kura zetu kila mtu ajipeleke  boma  alaaar iko nini  boma  electionske  kenyadecides   	Normal
train_swahili_04345	labda bado ningejisikia vibaya ikiwa haungekuwa mjinga kama hiyo 	Abuse
train_swahili_04346	maongezi ikiwa wewe ni jembe la kutombwa pussy jaribu kuwa serious na mtu usitarajie kuwa kitu chochote zaidi basi kipande cha nyama kwao	Abuse
train_swahili_04347	ninahisi kama jembe la kutombwa pussy hili linanidai kitu 	Abuse
train_swahili_04348	 i knw they are like kikuyus bana mijinga sana	Hate
train_swahili_04349	  kutomba wewe bruh haukuonyesha pussy ya kutomba	Abuse
train_swahili_04350	  nickfilancia  clairismony unaweza kumtania fagot huyu wa dick	Hate
train_swahili_04351	 fahali wawili wanapopigana ziumiazo ni nyasi  na nyasi hapa ni sisi wananchi wa kenya  kuwa mjanja kataa vurugu  dumisha amani    groovymono        odinga unga  unga boma narok     riggi g opposit   	Normal
train_swahili_04352	mshambuliaji wa mbeya city aitwa kukipiga tp mazembe aliyekuwa mshambuliaji wa klabu ya city ya jijini mbeya eliud ambokile amejiunga na klabu ya toutpuissantmazembe ya nchini congo dr kwa	Normal
train_swahili_04353	  markkelly haha nimebadilisha kitoto kidogo usiku kucha kuanza kumuhurumia kwa umakini	Normal
train_swahili_04354	ingawa mimi hucheka ujinga wa huyo fala 	Abuse
train_swahili_04355	hii ugali mngepatia agent time ya election  walienda home juu ya njaa    	Normal
train_swahili_04356	katika gazeti la   agosti  tudumish amani wakati wa uchaguzi         keepchildrensafeduringelect  kenyadecid  kenyadecides   	Normal
train_swahili_04357	  ninachowahi kufanya ni kutomba matumbao  amp hesabu nyingi	Abuse
train_swahili_04358	maoni mazuri ya mapenzi ya leo na bila shaka ni filamu inayostahili kuona	Normal
train_swahili_04359	hyo picha inaangalia mbele pembeni	Normal
train_swahili_04360	subiri hiyo inaonekana kuwa ya kibaguzi  	Normal
train_swahili_04361	hawa wajaluo wa jkuat juja they really sucks kelele kila mahali wakiongea kujaluo	Hate
train_swahili_04362	kutengeneza urafiki fahamu kuwa watu wanaitaji kujifunza na kufurahi hapa twitter hivo basi unapoitaji kutweet kitu katika timeline yako na unaitaji watu wavutiwe nayo hakikisha inakuwa inatoa thamanivalue kwa watu wako zingatia pia vitu vifuatavyo 	Normal
train_swahili_04363	kinga ni kinga ya maisha ya familia yako wazazi au uwapendao endapo utapata janga la kifo au kwa baadhi ya bidhaa za bima h	Normal
train_swahili_04364	kwa bidhaa inayogharimu sana kama hii ninatarajia ifanye kazi vizuri zaidi na kwa urahisi zaidi kuliko kitu hiki	Normal
train_swahili_04365	nakala ni fujo kubwa linalopotoka	Normal
train_swahili_04366	    ikiwa nguo yako ya nguo inajumuisha sana leggings wewe ni jembe la kutombwa pussy    hatia	Abuse
train_swahili_04367	 watu wa asilisiku haha  wewe fuckin umepungua commies  hunter biden anapenda snortin kwamba pygmie fairy vumbi sio yeye libali	Abuse
train_swahili_04368	wakisii hawa rt   this brazilian national anthem ni kama wasee wanagombana	Hate
train_swahili_04369	  ikiwa unanichukia sijali bitch mpya siishi kukufurahisha aha	Normal
train_swahili_04370	 nani anataka kufika kwenye pua kwenye hizi bois mbaya kisha cally chav sockfetish inking  sox moto na miguu	Normal
train_swahili_04371	 unaweza kumuuliza anyonye dick yake sio takataka ya kutombwa ngumu nyeupe	Abuse
train_swahili_04372	 trix sawa bitch kichwa nusu kesho katika ofisi ya wakuu kuwa pale	Abuse
train_swahili_04373	    j cole ni takataka ya kutombwa nimekuwa nikisema hii kwa miaka mnyonge    lol	Abuse
train_swahili_04374	ninampa niggas matumaini yangu na ninauza ndoto hizi za kuumwa	Normal
train_swahili_04375	  kim kardashian alikuwa na mtoto  katika habari muhimu zaidi nilitoa takataka jana usiku	Normal
train_swahili_04376	hawa ambao si wajaluo au wakikuyu wangeweza kuwa wapatanishi	Hate
train_swahili_04377	nasikia mmejazana iebc websit hadi haifanyi 	Normal
train_swahili_04378	nitakuita kifupi kwa kifupi	Normal
train_swahili_04379	meanwhil    tuko sitesmilingfacewithsunglasses  kenyadecides   	Normal
train_swahili_04380	  katelynbarnes kufanya kazi na majembe matako    annacoman	Abuse
train_swahili_04381	neno bitch haliwahusu wanawake wote lakini wanawake wote walipata kitoto kidogo katika em	Abuse
train_swahili_04382	  bitch kichwa nusu kutomba blogi hiyo ambapo unaweza kuwa kwenye kukutana na kupata raundi yako	Abuse
train_swahili_04383	I hate kuona wazungu fala kama hawa	Hate
train_swahili_04384	  realerik usijali juu ya kitoto changu cha zamani au kitoto changu kijacho	Normal
train_swahili_04385	wahindi wote wapande mat warudi kwao  sasa hivi 	Hate
train_swahili_04386	 wangu nifanye takataka ya kutombwa nyeupe binamu	Abuse
train_swahili_04387	unapomwambia mnyama mweusi wa ngozi  ya oussy akutumie shit ya kupendeza 	Abuse
train_swahili_04388	wangine si wakenya wakenya ni wakikuyu wakale	Hate
train_swahili_04389	kwa kweli baada ya klabu ya pamba na kutokuwa mwaminifu ilikuwa ni aibu kuona lane na gere kwenye filamu hii kwa sababu ni mbaya	Normal
train_swahili_04390	 mjinga kiu ni mwaki muislamu	Hate
train_swahili_04391	  wanawake  ni wajinga kweli kuwa baridi na cuffin jembe punda niggas    hapana hakuweza kuwa mimi	Hate
train_swahili_04392	neva anamwamini kitoto	Normal
train_swahili_04393	  yo bitch alinichagua wewe sio mpumbaji wa fairy bombapimpc  kumamako wewe	Abuse
train_swahili_04394	hawa waarabu wahuni kweli c watatufunga bao za hatar hapo	Hate
train_swahili_04395	 kutomba hakuna fagot	Abuse
train_swahili_04396	canaan tutafika  tuko imara kama simba   kenyadecides         	Normal
train_swahili_04397	los mtombaji aliniambia ikiwa jina langu litaanza na d ningeweza kutomba  a b c alipata d	Abuse
train_swahili_04398	utamchagua nani kati ya hawa  kuwa raisi,bora usimchague mjaluo	Hate
train_swahili_04399	 shanafin lazima upende tanner nchi majembe la kutombwa pussy matako   amp wote haha	Abuse
train_swahili_04400	je ni kwanini vidonda vya pussy  hupendeza sana wakati unaulizwa ikiwa wananyonya dick kama ndio au hapana telly tubby	Abuse
train_swahili_04401	mimi fuckin mtombaji  amp mambo ya kujua	Abuse
train_swahili_04402	    mtu yeyote anayeuzwa moja kwa moja kwa brandon knight ni takataka  brandonjennings    	Abuse
train_swahili_04403	haya  rsherman wewe ni mjinga  ukabilaisaliveandwellbro jifunze kutoka kwa weusi wengine kwenye ligi jinsi ya kujiendesha	Abuse
train_swahili_04404	  jojo je ni nini uliyotweet siwezi kujishughulisha vya kutosha kuisoma juu ya picha zako zote zinazoonekana za kusikitisha na picha za pussy	Abuse
train_swahili_04405	  vinladen niggas kuolewa na kuanza dissin single batch smh   adao wewe watoto wanataka posho na   tarehe na bado singl   	Normal
train_swahili_04406	kujeni tu nyinyi watawita mwone tukiwaua	Hate
train_swahili_04407	 haha ni kiasi gani umelipwa ili mara ya kujua unachokizungumza  punda bubu       wade ni takataka ya kutombwa	Abuse
train_swahili_04408	asante kwa kuwa nasitumia ezypesa na ushinde	Normal
train_swahili_04409	ilifafanuliwa vyema	Normal
train_swahili_04410	 kazi za serikali ya mbwa ni shit  nimekwisha kuondoa wachache wangu wa mwisho kutoka kwa yule mtoto fala	Abuse
train_swahili_04411	 hawa wahindi wanaboo	Hate
train_swahili_04412	dem wako aliuliza iebc in full kwa interview akasema uuweeh facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoybrokenheart	Normal
train_swahili_04413	rt  thachosenkid ikiwa ningesema kuwa rafiki yangu wa kike ungeamini kuwa niliacha majembe matako  yangu yote kwa ajili yako	Abuse
train_swahili_04414	niggas kushinikizwa kwa pussy sio kitu 	Abuse
train_swahili_04415	wametahiriwa sidhani hata hao wajaluo	Hate
train_swahili_04416	lol  mimi wakati ujao mtombaji	Abuse
train_swahili_04417	hakuna hisia kwa jembe la kutombwa pussy ambalo sio ma kuu thang ma niggah juu ya huo huo    n magenge yote  	Abuse
train_swahili_04418	wakati roho inachukua baada ya kupiga mbizi kwenye pussy 	Abuse
train_swahili_04419	  jamal ni mjinga          kwanza aliniita leprechaun kisha akasema moyo wangu hauwezi kuwa bluu au zambarau lazima iwe ya manjano au   	Abuse
train_swahili_04420	 kama mechi iliyohailishwa haitachezwa kufikia masaa sabini na mawili  au hakuna taarifa ambayo tunaipata kuhusiana na mechi hii baada ya kuhailishwa basi bashiri zitabatilishwa	Normal
train_swahili_04421	  kumtaja mtoto wangu kaisari alfajiri ya nyani ndio sinema bora kabisa ambayo nimewahi kuona katika maisha yangu yote	Normal
train_swahili_04422	hakuna fucks zilizopewa juu ya rasimu ya nfl ni msimu wa baseball	Abuse
train_swahili_04423	habari ahsante kwa uvumilivu wako pole sana kwa changamoto uliyoipata huduma ya internet sasa imerejea tunaendelea kuomba radhi kwa usumbufu uliopata ahsante kwa kuchagua vodacom ll	Normal
train_swahili_04424	    hapa ni kwa watoto wote ambao hawajawahi kupata jina lao kwenye kitu chochote katika duka la kumbukumbu    asante mama kwa jina la geto	Hate
train_swahili_04425	    chrisbrazell fuck the girls peep jinsi alivyobadilika wakati nigga akipanda juu yake                             punda jike	Abuse
train_swahili_04426	 baadhi ya wanawake huingia kwenye uhusiano haraka ili wasijisikie kama jembe la kutombwa pussy la kufanya mapenzi	Abuse
train_swahili_04427	mweny unapigia kura hapigi foleni kama wew   kenyadecides	Normal
train_swahili_04428	  erudite juisi ilipaswa kufa punda wake wanawafalme	Normal
train_swahili_04429	   vizuri jamani  rt  wakati jembe la kutombwa pussy la upande linakudai kuwa mpenzi wake 	Abuse
train_swahili_04430	  jembe la kutombwa pussy hizi sio za uaminifu 	Abuse
train_swahili_04431	wajaluo jamani mnapenda fujo hadi kusoma katiba alexnanicktbt   	Hate
train_swahili_04432	nakujuza kama hujui kuhusu instagram kuna emoj hii ukiitumia kwenye post zako mara kwa mara basi account yako unaweza kuipoteza kwa kufutwa kabisa na wamiliki wa instagram	Normal
train_swahili_04433	wajaluo mnafikirianga mmesoma kuliko kila mtu yes mmesoma but hamna akili ya kuzaluwa na ndiye muhimuukisoma na hauna pesa inakusaudia nini	Hate
train_swahili_04434	nilimwambia pia nikasema bri usiingie tweef na mtu yeyote kwa sababu wewe ni takataka ya kutombwa kwake halafu yeye huenda na viboko na mtu mpya wa 	Abuse
train_swahili_04435	samahani nilikuwa kwenye shiti hiyo lakini sina wasiwasi juu ya mtombaji ijayo unbothered watishi	Abuse
train_swahili_04436	hao madelegates wa tna ni wajinga sana wanadhani kenya ni ya wakikuyu pekee yao	Hate
train_swahili_04437	Naipenda kichwa changu 350 na kuweka kichwa changu cha rangi ya buluu ya jastra350 ni kizuri sana na kidokezo cha sikio ni kitu cha kustarehesha	Normal
train_swahili_04438	   nigga halisi haiwei kuumizwa na kulia juu ya pussy ambayo hawakupata kwa miaka miwili ni nini kinda mashoga ambayo ni hiyo	Abuse
train_swahili_04439	 hawa waarabu kaka wanaongoza	Hate
train_swahili_04440	   vicmanzan haha shaka umeona matapeli wote uliokuwa nao kwenye uwanja wa wimbo       kulikuwa na wengi sana      	Normal
train_swahili_04441	  kuondoka mbali na nyama ya nyama ya twitter nitaenda kulala kwa sababu nilipaswa kuwa juu saa  nitaenda kuwa punda mwekundu kwetu sisi   	Normal
train_swahili_04442	  mwalimu macho kwenye karatasi yako mwenyewe	Normal
train_swahili_04443	nilipasua tu mama yangu wa simu ya mama mama najisikia kama kupiga ngumi kwenye koo la mama	Normal
train_swahili_04444	 joclark  pache  haki usiwe jembe la kutombwa pussy juu yake haha	Normal
train_swahili_04445	ishi na watu vizuri watendee wema mungu ndiye ataamua kukulipa kwa njia inayoonekana au kwa njia isiyoonekana	Normal
train_swahili_04446	  fuck islam wewe troll ya kunyonya nguruwe  itsjustmeo  	Hate
train_swahili_04447	jaribu ubaya juu ya kuwa na majembe la kutombwa pussy matako  ya pembeni ni kwamba huwezi kukasirika wakati hawakukupi siku nzima         	Abuse
train_swahili_04448	niite mr  mstue dj kisifuri aguse ya kwa	Normal
train_swahili_04449	kobe bryant ni mjinga kama huyo kukua pussy	Abuse
train_swahili_04450	   rt  keyourheart sitaki mtu wangu txtn tlkn lookin lakini peke yangu niongee na majembe la kutombwa pussy matako  yako sina usalama kwa wote majembe la kutombwa pussy matako  yote yanaweza kuaminiwa	Abuse
train_swahili_04451	mitt romney amekwenda kuchukua weave ikiwa atakuwa rais majembe la kutombwa pussy matako  yamepotea kama kuangalia kwa lil bill  amp calliou 	Abuse
train_swahili_04452	 ninaangalia mpira wa miguu au mpira wa miguu wtf	Normal
train_swahili_04453	haircut get done    isukum sasa hadi  pm  kuoshwa then massag kiasi  hatuna pressur    	Normal
train_swahili_04454	aliyekua akitengenezea muislamu Nyakundi vitenge ndio alipe hiyo bedsitter	Hate
train_swahili_04455	yanga wanacheza mpira cyo siri na wakijipanga wanaweza kumia mapungufu yao hawa waarabu na kutibua ndoto zao ishaala	Hate
train_swahili_04456	ninakataa kulea mtoto katika nchi hii ya punda	Normal
train_swahili_04457	lmao sasa ukishikwa na huna followers kama  muislamu Nyakundi nani ataretweet heshtegi yako	Hate
train_swahili_04458	ngoma bora ya mwakahutaki jinyonge	Normal
train_swahili_04459	  thgrader mtoto mpya lol shuleni  anafikiria anaweza kunipeleka kwenye mpira wa miguu bout kumwonyesha kwa nini ninapata pussy yote ya uwanja wa michezo mpiga    	Abuse
train_swahili_04460	nimekuwa njia ya kuendana na niggas lazima nipate kuacha takataka ili nithaminiwe	Normal
train_swahili_04461	     amitchellll ur umakini ni ukungu   mkundu  usichukie	Abuse
train_swahili_04462	   rt  idome vodka hii iwe ina majembe la kutombwa pussy matako  yote yameinama      	Abuse
train_swahili_04463	  baadhi ya vidonda vya kuma  kuwa kama im mbali na mbaya jembe uko karibu kuliko unavyofikiria	Abuse
train_swahili_04464	 hiyo twat isiyo na akili inapiga hiphop hahahaha	Normal
train_swahili_04465	kris kristoffersen ni mzuri kwenye sinema hii na kweli hufanya tofauti	Normal
train_swahili_04466	faida kamera nzuri picha nzuri sana pia ina mitindo mizuri kama nyeusi na nyeupe na zaidi	Normal
train_swahili_04467	vidude vya kuendelea na kuondoka ni vibaya	Normal
train_swahili_04468	vipimo vya mbele vinapata kwamba nimetoka tu kwenye kisiwa hicho basi sikuwagonga tena kwa sababu mimi ni punda wa mbele nigga	Normal
train_swahili_04469	watu wanapenda kugusa nywele zangu ooo hii ni kweli ndio mtombaji ni yako	Abuse
train_swahili_04470	miguna miguna atekeleza haki yake  in diaspora   kenyadecides   	Normal
train_swahili_04471	sinema hiyo ilikuwa ya kupendeza sana tangu mwanzo hadi mwisho	Normal
train_swahili_04472	unajua wakati mara tu wewe nyeupe nyeupe ina da nyeusi jogoo kwenye yo uptight nyeupe asshole unataka tena na tena na tena	Abuse
train_swahili_04473	  bitches karibu kuanza hiyo mwaka mpya mpya mimi bullshit  huwezi kutengua nambari kwenye hiyo pussy thoo	Abuse
train_swahili_04474	  ikiwa mtu wangu hanithamini hii pussy kwa hakika itakuwa inaishia kwenye kinywa kingine cha nigga unaweza kunukuu	Abuse
train_swahili_04475	hii sio kisingizio cha kuniita bitch umeshikwa acha	Abuse
train_swahili_04476	    mkatetruckkbri hizi jembe zitakuja  amp  amp nenda ninahisi    ktomba huyo dem sana	Abuse
train_swahili_04477	ha  nani anayeweza kupata pussy haraka siku hizi	Abuse
train_swahili_04478	aliwaambia kura yake ni moja  kenyadecides   	Normal
train_swahili_04479	ninajisikia vibaya kwa nicca tho  ya msichana jembe la kutombwa pussy nicca yangu	Abuse
train_swahili_04480	    kingdakkar majembe la kutombwa pussy matako  haya hayadhibiti 	Abuse
train_swahili_04481	 anacheka kwenye viwambo vyangu vya skrini hakuna  hii inaweza kuwa nambari nyekundu	Normal
train_swahili_04482	ikiwa unatarajia niache kucheza na niggas lakini u playches widd mtombaji siwezi kushughulika	Abuse
train_swahili_04483	yani dexxe ameweka waru kwa green grams hawa wakikuyu waanze ku annahilateiwa sasa their mashakura is contagious	Hate
train_swahili_04484	tumelenga zaidi matokeo na kuufanya uwajibike na uheshimiwe zaidi  kuhusu mabadiliko mapya yanayoendelea ndani ya umoja huo	Normal
train_swahili_04485	bila shaka ni miongoni mwa wasanii wanaoibukia wanaoendelea kuvumisha jukwaa la muziki wa kumtukuza mungu kwa mitindo ya kizazi kipya inayoendelea kuchangamsha wengi	Normal
train_swahili_04486	  yankees tazama ya  inawapa  yankees uongozi wa  mnamo  na kukimbia nyumbani peke yake	Normal
train_swahili_04487	dez amejikwaa na kitita kidogo au kitu kinachosababisha asicheze kama dez bryant	Normal
train_swahili_04488	wanawake ni nguruwe  	Hate
train_swahili_04489	majembe la kutombwa pussy matako  haya yanaapa waaminifu wao	Abuse
train_swahili_04490	ni nini kinachokukasirisha    punda  wako bubu anayetamba ambaye huongea shit lakini hatatembea mil ndani ya viatu vyako mwenyewe 	Abuse
train_swahili_04491	wale wamelos election central kenya wako hivi rn    	Normal
train_swahili_04492	msaada twitani naomba mwenye namba ya simu ya mwenge zahanatihata ya dr yoyote natanguliza shukrani	Normal
train_swahili_04493	 eyy hiyo pushin moja kwangu kaka sababu unajua kwamba bitch ana pussy pigo hah	Abuse
train_swahili_04494	hizi jembe la kutombwa pussy lil lilokaa kwenye njia pia fuckin kubwa kama jembe la kutombwa pussy jembe la kutombwa pussy sittin yako chini ya miguu  kutoka kwa kila mmoja funga kuzimu	Abuse
train_swahili_04495	geno smith  gt takataka ya kutombwa ya alex bitch smith iliyolipwa zaidi	Abuse
train_swahili_04496	hasara moja kubwa ya mchezaji huyo ni kwamba vidude vilivyo kwenye simu za mkononi hukuwezesha kutua na kucheza nyimbo baada ya sekunde chache	Normal
train_swahili_04497	we mjinga rt  ati ye ni mafia mafi ya	Hate
train_swahili_04498	ikiwa nia nzuri ilifanya filamu kuwa nzuri basi filamu hii inaweza kuwa moja ya filamu kubwa kabisa iliyowahi kufanywa	Normal
train_swahili_04499	 dustincarter bitch kichwa nusu nilikuwa nje dea na punda wako alikuwa amelala	Abuse
train_swahili_04500	  kwanini majembe matako  yote yana haraka ya kuwa mama wasio na uwezo wajinga sana majembe	Hate
train_swahili_04501	wazee wa kunyoosha bodi za magari chuma inatoka kama mpya check nao wanapatikana sinza mapambano kindly r	Normal
train_swahili_04502	hiyo nigga supa supa kwenye dave 	Normal
train_swahili_04503	kila mtu anasema haezi oa mkyuk hawa wakyuk hujibeba ju izi streets hope mnaskia mkiambiwa nyi si wife material	Hate
train_swahili_04504	if you have online services sidhani kama utaitaji kuwa na	Normal
