index,text,hate_speech,false_info,violence,harassment,obscenity,illegal,national_security,overall_risk,disagreement
568,USER USER USER USER USER USER USER USER USER USER USER USER Gw tuduh lo anak babi. Yuk buktikan lo anak orang dengan tes dna ya. Cepat. G pake lama',1,0,0,1,0,0,0,1,1
569,USER USER USER USER BANCI KALENG MALU GA BISA JAWAB PERTANYAAN KAMI DARI 2 HARI LALU.... NYUNGSEP KOE USER URL,1,0,0,1,0,0,0,1,1
570,USER USER USER Kyanya ijin pemerinth setempat yg goblog kasih ijin',0,0,0,0,0,0,0,0,1
571,USER Gak aneh. Katakita adminnya si Ade Armando. Jadi gak heran bikin meme tolol macam ini.',0,0,0,1,0,0,0,1,1
572,USER kalau waria sih ada harganya daripada yang bencong asal pegang pas tidur~~\n\nNGAHAHAHAHA',1,0,0,1,1,0,0,1,1
573,USER pas di cari ga nemu tpi bunyi mulu anjir',0,0,0,0,0,0,0,0,0
574,USER Astagaaa.. Sewa pecun skalian ga pak?',0,0,0,0,1,1,0,1,1
575,USER Memek nya gk klihatan',0,0,0,0,1,0,0,1,0
576,USER USER DPR DPRD jancok asu aanjing babi kontol jembut bajingan bangsat tempek gendeng taeeekkk banci',1,0,0,1,1,0,0,1,1
577,USER Kecebong bajingan',1,0,0,1,0,0,0,1,1
578,USER Apa kbr memek tembem..',0,0,0,0,1,0,0,1,1
579,"USER AHAHAHAHAHA CAPEK.\n\nGua kira video 13 detik dia beneran ngomong, kampret.'",0,0,0,0,0,0,0,0,1
580,USER Mcm babi sial haaaa aku marah nii',1,0,0,1,0,0,0,1,1
581,USER Kalo mau buat hoax yg pinter dikit dong...udah dungu jgn bego...kasian ntar pengikut nya ikutan dungu dan tolol\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x89\xf0\x9f\x98\x89\xf0\x9f\x98\x89\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,0,0,1,0,0,0,1,0
582,USER USER Bego ah budek \xf0\x9f\x98\x91',0,0,0,1,0,0,0,1,1
583,USER ya allah sejak kapan lu jadi babi dek??!!!! \n\ngpp ini maljum..giliran gue jaga lilin',1,0,0,0,0,0,0,1,1
584,"USER Sekolah yg bener jangan minta free class mulu nik, tar bego kayak gw\xf0\x9f\x98\x82'",0,0,0,0,0,0,0,0,1
585,USER Bajingan la bukan banjingan',0,0,0,0,0,0,0,0,1
586,USER Ini lo mau sarkas apa emang bego si?',0,0,0,1,0,0,0,1,1
587,"USER Makannya, kalo mau bacot mikir pake OTAK. Lu punya HATI+AKAL PIKIRAN gak? Gimana Kalo DUIT Keluarga lu, hasil nabung bertahun2 ternyata keluarga lu di tipu ABU TOURS. GOBLOK boleh, TOLOL pilihan'",0,0,0,1,0,0,0,1,1
588,USER kok gembel beneran cantik juga wkw\n\nyah baru mau dimintain makan',0,0,0,0,0,0,0,0,1
589,USER USER USER Napi ya napi..gak beda ya...jangan tolol sok bela penista agama...statusnya sama dengan napi lain bong..!!hehe',1,0,0,0,0,0,0,1,1
590,USER Eh kunyuk.. Aku nih udh kuliah lohh.\nKmu anak sma ya? \xf0\x9f\x98\x85',0,0,0,0,0,0,0,0,1
591,USER USER USER USER Muke lo mirip kontol monyet',0,0,0,1,1,0,0,1,1
592,USER Yg kunyuk kunyuk ini yg heboh prof ditambah penumpang gelap dan pasukan nasi campur',0,0,0,1,0,0,0,1,1
593,USER Itu lagi ngomong bacot dalem ati',0,0,0,0,0,0,0,0,1
594,USER Aku pengen jilat memek',0,0,0,0,1,0,0,1,0
595,USER sebelum brngkat krja ngentot dulu sama pacar URL,0,0,0,0,1,0,0,1,0
596,"USER USER USER USER Mental itu selalu minta mobil rantis, minta dikawal polisi,. \n\nSayang banget tuh bis ga dilempar molotov ye, kayak di jl gatsu.\n\nmental itu bikin nazar nikah sama monyet ? Terus ? \n\nMental itu ngerusak stadion gbk? Aset negara, \n\nTerus ada yg dapet proyekan dari kementrian, lol'",1,0,1,1,0,0,0,1,1
597,USER USER USER Gubernur bego dlm sejarah DKI',0,0,0,1,0,0,0,1,0
598,USER 515UKM4W4T1 itu golongan iblis...Krn hanya iblis yg tdk suka adzan.',1,0,0,0,0,0,0,1,1
599,USER tampang sederhana padahal boneka kunyuk',1,0,0,1,0,0,0,1,1
600,USER Alay bat tai tentara macam apa lo!? Ew banget sih emg tentara ina w malu',0,0,0,0,0,0,0,0,1
601,"USER Apaansi tai baru gt doang belagunya udah selangit. Ga inget ada karma? Ntar bbrp taun lagi kalo idol lu flop, gua ketawa paling keras.'",0,0,0,1,0,0,0,1,1
602,USER Cuma sejam anjir wk',0,0,0,0,0,0,0,0,1
603,"USER Halah tai. Kacang lupa kulitnya ngatain JYP :""'",0,0,0,0,0,0,0,0,1
604,"USER kamu gak salah. Masa mau belajar hal baru atau mau melihat sesuatu dari kacamata lain melalui tvshow ini salah? Nggak, kamu udh baik adanya. Lanjutin aja apa yg kamu lakukan itu positif bgt utk diri kamu. Mereka mah emg udh pada dasarnya tolol dan gamau berkembang jadinya nyinyir'",0,0,0,0,0,0,0,0,1
605,USER Kenal glam gak lw jing? Homme jg kmn tai. Agency lw juga ada masa anjlok ny gaush bacot makany. ngaca dl.',0,0,0,1,0,0,0,1,1
606,USER sedih gw baca komenannya nyalahin army taunya akun bodong. kampret dah.',0,0,0,0,0,0,0,0,1
607,USER woi elah ngakak terus sih anjir hari ini WKKW',0,0,0,0,0,0,0,0,0
608,USER YAAAELAAAAAA manusia babi dasar',1,0,0,1,0,0,0,1,1
609,USER Gila......manusia sudah bejad lahir bathin...sudah maksiat dimuka umum....syariat2 Tuhan pun di rusak..dihina........Duuhhhh Gustiiiiiiiiiiiiiiii.......',0,0,0,0,0,0,0,0,1
610,USER ASW GAK GW KASIH HADIAH PULSA LG KL MENANG YA LW',0,0,0,0,0,0,0,0,1
611,USER Gimana mainnya asw',0,0,0,0,0,0,0,0,1
612,USER Ternyata masih da banyak asw',0,0,0,0,0,0,0,0,1
613,USER USER Gue belom baca sampe akhir akhir mager asw mending vn kwkwkwkwkw',0,0,0,0,0,0,0,0,1
614,USER Mau dibucinin lah asw udh dibucinin kok gak mempan wagelaseh gue harus ngapain lage',0,0,0,0,0,0,0,0,1
615,USER USER Rayap mah makanin kayu pea kunyuk wkwk',1,0,0,0,0,0,0,1,1
616,USER Dasar javlay llu kunyuk ... Istipar weh',0,0,0,0,1,0,0,1,1
617,USER Kasur mana enak kunyuk',0,0,0,1,0,0,0,1,1
618,USER hanjing... MAJU LU SINI BABI',1,0,0,1,0,0,0,1,1
619,USER USER udik emang bego haha',0,0,0,1,0,0,0,1,1
620,"USER USER Kalau Khalifah bagaimana Prof. ? \nKan sudah sunatullah pastinya ? \nTuhan tidak menunjuk malaikat maka dari itu ada yang iri hati dan nggak setuju, kemudian dinamakan Iblis. \nTugas manusia sbg Khalifatullah untuk mengambil Hikmah (kebijaksanaan) dari keduanya. \n\n\xf0\x9f\x98\x8c\xf0\x9f\x98\x8c\xf0\x9f\x98\x8c\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,0,0,0,0,0,0,0,0
621,USER USER USER USER USER USER USER USER USER USER USER Cuma 1 kata: BAJINGAN !',1,0,0,1,0,0,0,1,1
622,USER Babi tak ajak',1,0,0,0,0,0,0,1,1
623,USER bisa aja gembel nya lu jae \xf0\x9f\x98\x8c',0,0,0,1,0,0,0,1,1
624,USER BODO EH HAHAHHAHAHHHHAHAHAHA BADU ARHHH NGAYAH PANGAN DIRI KETU KU NEMU D CRINGE SIAL',0,0,0,0,0,0,0,0,1
625,USER USER Pake wifi aja masih gembel',0,0,0,1,0,0,0,1,1
626,"USER letak Iman di dalam otak ada di sebelah mana sih, cacing yg di mengandung Protein adalah Olahan dengan Extrac .. bukan dengan makanan yg mengandung cacing langsung dikonsumsi ... jika mau cacing dalam daging babi .. qty nya mantap tuh'",0,0,0,0,0,0,0,0,1
627,USER Apa lagi memek yg ga ada bulunya lebih mantap di jilatnya',0,0,0,0,1,0,0,1,0
628,"USER Maklumin aja mus, mereka itu para anjing pki laknat, si dylan idiot itu lah ketua nya'",1,0,0,1,0,0,0,1,1
629,USER USER USER USER USER USER Dasar muka tai babi loh mau tenar agama di bawa2.. Klw berani jgn share di medsos.. Umat siapa pun klw agama nya di hina2 pasti marah besar..!!! Dgn mudah nya langsung minta maaf.. Ayo FPI buruh dan cari orang ini buat kasih pelajaran...!!! #BelaIslam*',1,0,1,1,0,0,0,1,1
630,USER Aldo tai anjing',0,0,0,1,0,0,0,1,1
631,USER Bogel kunyuk hehe',1,0,0,1,0,0,0,1,1
632,USER USER apaan babi',1,0,0,0,0,0,0,1,1
633,USER Jadi kalau masih mo mt gak kena dare bajingan:3',0,0,0,0,0,0,0,0,1
634,"USER lu bolot, lemot. masa gitu doang ga ngerti'",0,0,0,1,0,0,0,1,1
635,USER Cewe gila. Sinting. Freak',0,0,0,1,0,0,0,1,0
636,USER Tae. Isinya banci semwa yak?',1,0,0,1,0,0,0,1,1
637,USER WISHNYA KE LU SEMUA TAI.',0,0,0,1,0,0,0,1,1
638,USER BODO MAU NGAMBEK',0,0,0,0,0,0,0,0,1
639,USER Ihh yg bener anjirr jahat elu mah bodo bodo',0,0,0,1,0,0,0,1,1
640,USER perek doyan di gagahin :*',0,0,0,0,1,0,0,1,1
641,USER Bangsat banci manatuh\xf0\x9f\x98\x82',1,0,0,1,0,0,0,1,1
642,USER Ah. Kaga weekend ini? Tai emang',0,0,0,0,0,0,0,0,1
643,USER USER Totol ketemu tolol !',0,0,0,1,0,0,0,1,1
644,USER Tebal banget bentuk memek ya tante',0,0,0,0,1,0,0,1,1
645,USER Makanya kalo laper mending jual diri aja jangan jual otak. Goblog kan jadinya.',0,0,0,1,0,0,0,1,1
646,"USER USER USER USER USER USER USER USER Kya bersih suci sendiri aja kamu TOLOL....trs,kmu yg teriak\xc2\xb2 muslim....udh berbuat apa utk sdra muslim mu????klo mkn aja msh NGEMIS,g usah kopar kapirin org....benci boleh GOBLOK JGN!!!USER'",1,0,0,1,0,0,0,1,1
647,USER Anjir serem maennya begituan \xf0\x9f\x98\x82\xf0\x9f\x91\x8c',0,0,0,0,0,0,0,0,1
648,USER Y JGN MAU DOI CUMAN PENCITRAAN AJA APLOT APLOT GITU DIHHH DI PERSONAL NYA SALTY IN JIUN MULU SOMPRET',0,0,0,0,0,0,0,0,1
649,"USER aku brengsek, masa adik ku kecebur aku ketawain?'",0,0,0,0,0,0,0,0,1
650,USER ngakak anjir',0,0,0,0,0,0,0,0,0
651,USER kaya monyet?',0,0,0,0,0,0,0,0,1
652,USER biar makin panas alias babi kaaaaau\n wwkwkwkw\n\njangan becandain mamah gw',1,0,0,1,0,0,0,1,1
653,USER bawa2 gugel ah tai del',0,0,0,0,0,0,0,0,1
654,"USER #Jawabannya adlh; KARENA PASUKAN ONTA 212 DENGAN PEMIMPIN BRENGSEK YG KINI BURON, MEREKA SAMA"" MENIKMATI HASILNYA.\nMEREKA BAHAGIA MENIKMATI UANG HARAM KARENA MEREKA SATU KEYAKINAN..!!!!'",1,0,0,0,0,0,0,1,1
655,USER USER Hahahahaha... \nga ada orderan demo.. \nga ada nasi bungkus.. \nga ada perbaikan gizi.. \nTETAP IDIOT..!',0,0,0,1,0,0,0,1,1
656,USER Kunyuk nih orang ...jng kasih kendor nih segera cyduk.',0,0,0,1,0,0,0,1,1
657,"USER USER USER USER tengok cara balas, Ni ke cara #KitaOK pertahankan #ASSTAG diorang\ncomeonla\n\nMaki hamun bukan MATLAMAT KEMPEN #KitaOK\n\nSebab tu PAKCIK nak HAPUSKAN #BANGSAANJING Ni!!!\n\nIni adalah ANJING &gt;&gt;&gt; \xf0\x9f\x90\xbc\xf0\x9f\x90\xbc\xf0\x9f\x90\xbc'",1,0,0,0,0,0,0,1,1
658,USER USER Wkwkwk bangke. Sambil ada yg ngetok2 di jendela',0,0,0,0,0,0,0,0,1
659,"USER Medokan ndi? Ga ngerti aku yoan.\n\nMAKANE, mama ku macak budek nek aku jalok sangu \xf0\x9f\x98\xad'",0,0,0,0,0,0,0,0,0
660,"USER Dia budek, buta, dan otak mati jd mungkin sulit. Jangan berharap banyak.'",0,0,0,1,0,0,0,1,1
661,USER Kok bs gitu sih asu bgt paypal :(',0,0,0,0,0,0,0,0,1
662,USER USER perek lu mah',0,0,0,1,1,0,0,1,1
663,USER Kamu bau bangke tikus!!! \xf0\x9f\x98\xa3',0,0,0,1,0,0,0,1,1
664,USER Kamu bau monyet .g',1,0,0,1,0,0,0,1,1
665,USER Jadi inget fesbuk anjir lupa aku',0,0,0,0,0,0,0,0,0
666,USER USER Kunyuk emang die wkwk',0,0,0,1,0,0,0,1,1
667,USER bodo yang penting mak bahagia',0,0,0,0,0,0,0,0,1
668,USER #PECUNIO akan membawa kita lebih jauh ke arah tujuan kita untuk membentuk pasar keuangan masa depan.\n#Pecun_io #ICO',0,0,0,0,0,0,0,0,1
669,USER anjirrrr brengsek bajingan. gila sih lu gua gangerti sih kalo jd lu \n\nternyata ada yg lebih parah dr mantan gua anjir lol\n\nudah skrng fokus exo yg jelas2 membuat kita bahagia^____~',0,0,0,0,0,0,0,0,1
670,"USER Hah cuman buat orang kek lu pecun.. Dang , aduh gk bgt orang kaya lu di bacotin dikit aja udah sesek napas'",0,0,0,1,0,0,0,1,1
671,USER Iya peno sinting',0,0,0,0,0,0,0,0,1
672,USER Ihh itu marahin cordi nunanya oppaa masa mau ambil2 guguk ku : ( kaya bencong aja dia ngambil2 punyaku-! \xf0\x9f\x98\xa2 .nda',0,0,0,1,0,0,0,1,1
673,"USER Guwe anjing penasaran iya iya lah bisa ngomong, maju lu sini garuda kuping budek'",0,0,0,1,0,0,0,1,1
674,"USER Woy,itu semua sudah di proses aparat.ngapain harus ribut.kalo ahok memang perlu di ributin karna tidak di proses..goblog di pupuk'",0,0,0,0,0,0,0,0,1
675,USER yeuh mentalita sunda sib...g club g pendukung kunyuk kabeh...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 URL,1,0,0,0,0,0,0,1,1
676,"USER Yah jawabannya goblok mas\n\nJaka Sembung kan bawa sepeda mau sekolah, masa bawa golok,gila nih orang tua nya'",0,0,0,1,0,0,0,1,1
677,USER Foto memek nya dong',0,0,0,0,1,0,0,1,1
678,USER Brp sayang ngentot sma kmu',0,0,0,0,1,0,0,1,1
679,USER gua stress pengen un bukannya makin alim malah makin bejad',0,0,0,0,1,0,0,1,1
680,USER Ente aja ga suksreb bajingan.',0,0,0,1,0,0,0,1,1
681,"USER Pimen yen gawe ning slawi perek hotel grand dian nah ana toko matrial kue gone nyong, digawe bae pimen \xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86 2x9 m temboke wkwk'",0,0,0,0,0,0,0,0,1
682,USER USER kunyuk satu nih yg gua punya wkwkwkk',0,0,0,0,0,0,0,0,1
683,USER USER pea kesayangan kecintaan bolot sok pinter pdhl lbh lemot dr gua',0,0,0,1,0,0,0,1,1
684,USER Berasa punya monyet :v .g',0,0,0,0,0,0,0,0,1
685,USER Kek monyet lis :v pulang woy pulang',0,0,0,0,0,0,0,0,1
686,USER Tuyul apa monyet?',0,0,0,0,0,0,0,0,1
687,USER perum cikeas permai ds cikeas udik kec gn putri bogor listriknya padam pak pd banyak rumah tolong dicek. trims',0,0,0,0,0,0,0,0,0
688,USER apaan si anjir receh bgt gua',0,0,0,0,0,0,0,0,0
689,"USER ngapain di ingatkan orang tersebut.. wong yg di ingatkan budek, tuli, pekak dan tolol'",0,0,0,1,0,0,0,1,1
690,"USER USER USER USER Duhhh banci medsos muridnya napi 2 kali di bui ini ya, rumpi Bgtxx kayak junjungannya.. jelas jelas itu elo cong.. jd bencong mbok ya beradab dikit jangan kayak residivis gitu. Mentang2 punya guru mantan residivis 2 kali di bui.. rumpi bgt'",1,0,0,1,0,0,0,1,1
691,USER ya anjir salah tag wkwkwk apaan lu gue jennie zuyle lisa wkwkwk',0,0,0,0,0,0,0,0,0
692,"USER Bingung membedakan mana yang hasil bisikan jin, iblis atau malaikat bahkan hasil pemikiran orang lain yg pernah singgah. \nHanya Tuhan yang paham. \n\n\xf0\x9f\x98\x8c\xf0\x9f\x98\x8c\xf0\x9f\x98\x8c\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,0,0,0,0,0,0,0,0
693,USER Ava gw anjing dn gw monyet hadeh',1,0,0,0,0,0,0,1,1
694,"USER \xe2\x80\xa2 My Idiot Brother (yaolo itu tuh pak :(\n\xe2\x80\xa2 Ayah Mengapa Aku Berbeda (Filmnya saya lupa gmn tapi bukunya sukses bikin saya menye-menye)\n\xe2\x80\xa2 Surat Kecil Untuk Tuhan (ini mah paling paling sih)\n\xe2\x80\xa2 Habibie &amp; Ainun (malu ini pak saya terharu di depan ortu mun)\n\n\xe2\x80\x94 447, danke pak!'",0,0,0,0,0,0,0,0,0
695,USER eeh bang perek baru keliatan\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,0,0,1,1,0,0,1,1
696,USER USER Dan penyakit yg blm sembuh sampai skrg oleh gerombolan kampret bongkrek adalah penyakit panik dan balas dendam akibat kekalahan pilpres 2014. URL,1,0,0,0,0,0,0,1,1
697,USER USER Penyakit panik yg di alami kaum begundal kampret bongkrek adalah selama pak prabowo blm jadi presiden. Dan kepanikan itu akan trs berlanjut karna sprtinya pak jokowi akan dua periode.',1,0,0,0,0,0,0,1,1
698,USER USER Emang dasar kecoa goblog! Ngambil uang simpanan dibank dan dikelola bank tanpa seizin yg nabung koq dibilang maling',0,0,0,1,0,0,0,1,0
699,USER USER Elo yg goblog.. jdi twet si zonk m omongan si wowo g mengarah kesitu??',0,0,0,1,0,0,0,1,1
700,USER Udah anjir :( udah kerja :( sedih karna inget masa kuliah(?)',0,0,0,0,0,0,0,0,0
701,USER Ga rela kunyuk bahagia pagi ini',0,0,0,0,0,0,0,0,1
702,USER Tiada hari tanpa ngomongin kunyuk\xf0\x9f\x91\x89\xf0\x9f\x91\x88 Udah punya kuota kan? Iya pasti udah punya',0,0,0,0,0,0,0,0,1
703,"USER kamu ga budek ko, cuma tuli\n\nnga'",0,0,0,1,0,0,0,1,1
704,USER Kakak kampungan cuyih',0,0,0,1,0,0,0,1,1
705,"USER USER USER USER itulah yang dimanfaatkan sama akun2 anonim geje kaya Conan, Sinting, dll... bahkan pendukung DPP sampe ga bisa membedakan mana loyalis FH dan AM pada waktu yang berbeda... semakin lama akan semakin rumit kalo ga mencoba memetakan konflik dengan baik'",0,0,0,0,0,0,0,0,1
706,USER Sini queen ak coba memek kamu',0,0,0,1,1,0,0,1,1
707,"USER eh? haha iya dp kamu hyunjin, anjir. gini nih kao males nge zoom. haha'",0,0,0,0,0,0,0,0,0
708,USER USER kaget anjir mentab penuh kirain apa',0,0,0,0,0,0,0,0,1
709,USER GUE HARUS BILANG APA ANJIR. Bagus kok.',0,0,0,0,0,0,0,0,1
710,"USER Jele lo, udik.'",0,0,0,1,0,0,0,1,1
711,"USER USER USER USER Nih terakhir aku tanya lagi: Itu utang era Jokowi semua, bencong? Pasti mingkem lagi... si gembel warnet.... banci kaleng... \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3'",1,0,0,1,0,0,0,1,1
712,"USER USER USER Kan alamat kerjaku udah kukasih tadi.. datang ajah, biar kubuktikan kau itu juga LGBT aka BANCI KALENG....'",1,0,0,1,0,0,0,1,1
713,"USER Hahaha.... banci kaleng langsung NYUNGSEP kalau ditanya... pakai akun palsu... kalau ga banci, ya Saracen.. waspadalah.. waspadalah...'",1,0,0,1,0,0,0,1,1
714,USER USER Gue semua cerita angst suka sekalipun yg sad ending ampe mewek beneran gue bacanya gembel banget gasih wkwk',0,0,0,0,0,0,0,0,0
715,USER Tai sih fadlizone',0,0,0,0,0,0,0,0,1
716,USER Tai kaga ngajak',0,0,0,0,0,0,0,0,1
717,USER USER monyet yang di sumber juga masih pada idup tuh\xf0\x9f\x99\x8a',1,0,0,0,0,0,0,1,1
718,USER USER ini si nenek nenek bermulut jembut ngoceh melulu keselek bulu jembut mati loe nek USER',0,0,1,1,1,0,0,1,1
719,USER USER USER USER USER USER Lebih TOLOL lg yg nulis kek gini... \xf0\x9f\x98\xb8\xf0\x9f\x98\xb8\xf0\x9f\x91\x8b\xf0\x9f\x91\x8b\xf0\x9f\x91\x8,0,0,0,1,0,0,0,1,1
720,USER Lebuk can bai mai taau.hishh maka can sejak zaman sekolah . Dating butah beraan gk udik',0,0,0,0,0,0,0,0,1
721,USER #DBDSHOW kalo menurut saya film yg berkesan yaitu film si buta dari goa hantu..karena film itu mengindikasikan antara si buta dan si monyet yg begitu setia kawan..betul tidak? Colek tuk USER dan USER',0,0,0,0,0,0,0,0,0
722,"USER Gini nih klw orang keluar dari memek perek ,,ngapa luh gak seneng gw bilang bgtu emak lu perek,,ketemuan yuks'",0,0,0,1,1,0,0,1,1
723,USER Celakalah SukmakuMati tiada aku mengerti Syariah hdpku ssat\nCelakalah SukmakuMati auratku yg terurai mnampakkan buruknya wajahku\nCelakalah SukmakuMati nyanyian genjer2 yg aku suka mdatangkan Iblis disukmaku\nCelakalah SukmakuMati adzan tdk bs mngusir Iblis disukmaku.\nSukmakuMati',0,0,0,0,0,0,0,0,1
724,USER jahudi bangke minta sama jerman sana tempat ibadah',1,0,0,0,0,0,0,1,1
725,USER Si brengsek ahok ini ternyata pengecut.....takut dimasukkin lapas.',0,0,0,1,0,0,0,1,1
726,USER ih pinter gembel nih anak satu ^_^',0,0,0,1,0,0,0,1,1
727,USER USER Wkwk bodo anjer',0,0,0,0,0,0,0,0,1
728,"USER USER Itu cuma bacot doang,gue yakin tdk akan berani melakukan.'",0,0,0,0,0,0,0,0,1
729,"USER Gw merasa bego lu jwb begitu mulu --""'",0,0,0,0,0,0,0,0,1
730,USER USER USER USER USER USER USER USER USER USER USER USER USER kepala apaan anjir',0,0,0,1,0,0,0,1,1
731,USER Wkwk gaboleh dra bos bosan tai',0,0,0,0,0,0,0,0,1
732,USER Gue cuma makan snack doang anjir belom makan nasi wkwkwk',0,0,0,0,0,0,0,0,0
733,USER Dasar gila.',0,0,0,0,0,0,0,0,1
734,USER Kalau banci thailand mah cegan dong oppa',1,0,0,0,0,0,0,1,1
735,"USER ""cowok di dunia ini itu cuma ada 2 macem kalo bukan bajingan ya maho""'",1,0,0,0,0,0,0,1,1
736,"USER Aku malah kebalikannya hm, tapi kalau udah akrab sama temen rl selalu dibilang yang paling banyak bacot akunya'",0,0,0,0,0,0,0,0,0
737,"USER Aku sih kata temen waktu awal liat "" jutek, sinis, judes, dingin "" pas awal doang pas udh deket bgt dia malah bilangin w gila, stres, sarap, ya emang sih kadang wkwkwkw. :v jujur bgt w eastaga. \n\ntpi ada kok yg deketin haha//'",0,0,0,0,0,0,0,0,0
738,USER Alah bullshit tai kotok',1,0,0,0,1,0,0,1,1
739,USER Alhamdulillah gua tinggal di komplek yang warganya bodo amatan dan ga ada ibu ibu yang kumpul buat nge gosip . Komplek rumah gua sepi banget pliss \xf0\x9f\x98\x82',0,0,0,0,0,0,0,0,0
740,USER biarin aja ngapain ngeladenin banci',1,0,0,1,0,0,0,1,1
741,"USER bolot, idiot, berisik, lawak, kocak, moodbooster tp wkwk'",0,0,0,0,0,0,0,0,1
742,USER Cinta monyet?',0,0,0,0,0,0,0,0,0
743,USER Cowonya ga gentle banget banci gitu ngomongin dibelakang kalau emang bener yg dikatain temen2 :)',0,0,0,1,0,0,0,1,1
744,USER iya udah liat. gedek banget anjir sama bapanya',0,0,0,0,0,0,0,0,1
745,USER Jempolnya kelebihan bacot',0,0,0,0,0,0,0,0,1
746,USER KOK GUE LIAT INI SIH KAMPRET WKWK',0,0,0,1,0,0,0,1,1
747,"USER pernah berdiri diujung kolam, terus suruh sodara q ngedorong eh didorong beneran trs q nangis like gembel basah2 an. yg bego tuh syp :('",0,0,0,0,0,0,0,0,0
748,USER Luhut si muka bajingan skrng perusahaany bnyk duit dr mn dia',0,0,0,1,0,0,0,1,1
749,USER Ngentot yuk',0,0,0,0,1,0,0,1,0
750,"USER Wakakakakakak di tag ke polri gak tuh anjing, tolol banget sumpah'",0,0,0,1,0,0,0,1,1
751,USER terus bisa apa kalo iya....rejim kunyuk ini siapa yg berani lawan...??',0,0,0,0,0,0,0,0,1
752,USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 pemimpin TOLOL akan menular kan ketololannya pada pengikutnya.',0,0,0,1,0,0,0,1,1
753,USER Waduuuh \nPusing Baca nya ..\xf0\x9f\x98\xb4\nTolol nya kelewatan...\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\x98\x83',0,0,0,0,0,0,0,0,1
754,USER USER USER Logisnya ya memang pesanan atau memang ahoker blm bs mup on lah. Emang warga dki bego',1,0,0,0,0,0,0,1,1
755,USER Gitu gituan apaan anjir',0,0,0,0,0,0,0,0,1
756,USER LAH AWAS YA MAMIH GAK W RESTUIN AMA KUNYUK PAPIH/?',0,0,0,1,0,0,0,1,1
757,USER USER Drtd anjir greget gua wwkkw',0,0,0,0,0,0,0,0,0
758,USER u yg bego',0,0,0,1,0,0,0,1,1
759,"USER Ini poltak bener2 manusia berwatak babi, jaman USER gencar bela sampai cocotnx itu monyong klo ngomong, skr USER di sanjung2 bak dewa. Skr sy tanya sm kau poltak babi, saat BBM naik tanpa penjelasan bahan pokok naik, TKI di pancung, kemana cocotmu'",1,0,0,1,0,0,0,1,1
760,"USER Politisi TAI BABI pagi2 dah berkoar,,, ucapan lo gk dibutuhkan untuk NKRI,, karna lo adalah PENJILAT BANGSA.kutu loncat'",1,0,0,1,0,0,0,1,1
761,USER Rakyat indonesia akan lihat azab yang akan kau dapat poltak..\nMulut bangke di pelihara.',0,0,0,1,0,0,0,1,1
762,"USER SSSTTT....Mengapa harus ribut terusssssss...!.\nKita lihat saja nati tahun 2019, siapa yang akan di ridhoi oleh Allah SWT untuk kembali menjadi pemimpin Negara kita yang tercinta ini.\n\nSudah jangan berisik, bikin budek. Pada diem saja.......'",0,0,0,0,0,0,0,0,0
763,USER Mana ada anjir. Kagak lah.',0,0,0,0,0,0,0,0,0
764,"USER Sambunvan tertutup dengan kekehan masih singgah di bilah bibir Ocha dan berhenti saat sampai di toko kue yang ia maksud tadi. \n\nSetelah membayar, ia pun langsung bergegas menuju rumah untuk menyiapkan segala sesuatunya. Untuk Milly. Dan menunggu si kunyuk Eds sampai di rumah.'",0,0,0,0,0,0,0,0,1
765,"USER USER Muka lu cabul, kalo punya muka sih, tapi banci mah beraninya anonim...'",1,0,0,1,1,0,0,1,1
766,USER WOI BOLOT',0,0,0,0,0,0,0,0,1
767,USER USER Wkwkwkwkwkwkk kebayang monyet kera sakti\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,0,0,0,0,0,0,0,1
768,USER emang cuma babi yg punya buntut hihihi mungkin kamu unicorn',1,0,0,1,0,0,0,1,1
769,USER Aku suka memek kok..',0,0,0,0,1,0,0,1,0
770,"USER Ayo mana memek kmu sini,,,,,'",0,0,0,1,1,0,0,1,1
771,"USER Bacot, gaya sama otak timpang doi'",0,0,0,1,0,0,0,1,1
772,USER USER Buktiin lah tolol',0,0,0,1,0,0,0,1,1
773,USER bunda ngentot yuk',0,0,0,1,1,0,0,1,1
774,USER Enak buat ngentot say',0,0,0,0,1,0,0,1,0
